date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
2018-06-25,13.25,20.36,122.23,58.96,289.44,19.21,37.03,55.34,18.61,168.6,9.92,71.45,34.9,22.84,40.14,40.95,25.43,14.51,29.37,84.95,19.25,8.06,67.05,24.14,32.79,17.34,27.37,12.92,40.8,24.11,14.99,33.71,,12.09,9.09,12.39,17.2,,,14.21,65.5,34.99,4.68,26.97,17.95,67.87,180.03,46.37,14.56
2018-06-26,13.47,20.46,121.14,59.95,288.88,19.29,36.54,54.8,18.03,171.33,10.0,72.32,34.22,23.38,39.74,40.39,26.19,14.53,29.36,85.05,19.15,8.23,67.32,24.01,33.01,17.41,27.6,12.56,40.86,24.15,14.87,34.24,,12.16,9.19,12.17,16.77,,,13.89,65.63,35.36,4.61,27.45,17.74,68.51,180.14,47.46,14.57
2018-06-27,12.01,20.36,120.91,59.6,285.31,18.97,35.89,54.06,17.76,169.28,9.22,72.77,34.38,23.45,40.21,39.47,25.91,14.7,29.62,85.22,18.99,8.04,66.8,23.25,32.78,17.31,27.38,12.38,40.68,23.44,14.78,34.11,,12.02,9.07,11.94,16.54,,,13.3,66.08,35.13,4.55,27.54,18.42,68.32,178.48,46.63,14.48
2018-06-28,11.41,20.39,119.95,59.66,283.48,18.63,35.12,52.66,17.64,170.32,8.84,73.27,34.3,22.99,40.24,39.54,25.35,14.52,29.88,83.77,18.87,8.16,66.53,22.62,32.75,17.57,27.15,12.54,41.14,23.48,15.03,33.62,,12.23,8.91,11.79,16.19,,,12.61,64.98,34.91,4.6,27.32,17.13,65.7,172.5,45.99,14.54
2018-06-29,11.8,21.03,124.11,59.48,286.97,19.28,34.96,53.16,18.48,172.12,8.99,74.27,35.2,23.31,39.18,39.77,25.43,14.79,29.56,82.94,18.65,8.51,68.13,22.95,32.16,17.81,27.74,12.71,41.26,24.25,14.86,33.83,,12.48,9.19,11.92,16.66,,,12.57,64.6,35.63,4.76,27.39,16.9,69.01,173.71,47.19,14.79
2018-07-02,10.96,20.45,126.13,60.82,287.78,19.45,34.7,53.23,17.96,165.85,8.89,74.5,35.22,22.98,39.27,39.21,24.94,14.78,29.07,83.34,18.33,8.24,68.22,23.12,32.44,18.19,27.41,12.19,41.1,23.88,14.68,33.82,,12.0,9.02,11.8,16.45,,,12.44,64.51,34.98,4.7,27.44,16.95,70.49,179.74,46.68,14.74
2018-07-03,11.08,20.45,126.04,60.76,287.39,19.63,35.35,53.73,18.27,167.07,9.01,74.31,36.55,23.0,39.86,39.06,24.9,14.97,29.03,83.51,18.51,8.34,68.22,22.74,32.47,18.45,27.66,12.12,41.57,23.8,14.8,34.41,,12.12,9.15,11.77,16.64,,,12.55,65.7,37.17,4.74,27.78,17.04,70.16,177.96,46.34,14.81
2018-07-04,11.24,20.29,128.19,60.67,289.19,20.43,36.23,53.97,17.75,165.56,8.86,75.3,35.9,23.31,40.62,39.28,24.39,14.78,29.49,83.64,18.57,8.27,69.57,22.77,32.89,18.33,27.55,12.14,41.94,23.95,14.9,35.35,,11.95,9.05,11.67,16.96,,,11.08,66.36,36.68,4.79,27.66,16.88,69.64,179.54,46.84,14.82
2018-07-05,11.05,20.4,124.19,62.15,287.08,20.35,36.45,53.94,17.39,163.76,8.95,75.39,35.76,23.84,40.29,38.79,24.47,14.86,29.78,83.95,18.82,8.13,70.07,22.63,32.7,17.5,28.4,12.08,41.94,23.85,15.1,35.83,,11.89,9.08,11.58,16.52,,,11.15,64.94,35.88,4.64,27.87,16.67,65.83,178.13,48.64,14.94
2018-07-06,11.58,20.62,120.47,62.24,288.6,20.71,36.39,54.3,18.84,163.24,9.02,75.42,34.96,23.92,39.77,38.43,24.97,15.07,29.66,85.22,19.52,8.13,69.67,22.5,32.61,17.5,28.41,12.0,42.13,24.08,15.31,35.72,,11.74,9.02,11.59,16.74,,,10.76,63.93,35.22,4.64,28.36,16.37,65.17,178.22,48.87,14.86
2018-07-09,11.65,20.68,118.49,64.12,295.08,20.7,36.78,54.35,18.32,163.17,9.06,76.3,35.55,23.91,40.84,38.44,24.86,15.35,29.8,86.29,19.39,8.19,70.23,22.6,32.59,17.7,28.6,12.17,42.55,24.49,15.44,35.94,,11.82,9.14,11.77,17.08,,,11.04,65.15,36.41,4.66,27.91,16.6,64.56,184.4,48.19,14.99
2018-07-10,11.9,20.88,119.5,64.46,299.19,21.22,37.24,54.78,19.18,165.74,9.04,76.38,36.08,24.55,40.7,39.35,25.02,15.64,30.1,86.49,19.24,8.45,70.03,22.78,32.21,17.74,28.87,12.35,42.16,24.43,15.4,36.54,,12.03,9.17,11.74,17.57,,,11.67,64.6,36.34,4.77,27.8,16.78,65.42,195.75,48.93,15.31
2018-07-11,12.95,21.05,118.35,63.96,301.43,21.68,36.72,54.53,18.42,163.13,8.83,76.0,35.69,23.35,40.34,39.17,24.73,15.86,30.12,85.25,18.98,8.15,71.32,22.4,31.87,17.99,28.74,12.19,42.61,24.24,15.41,35.98,,11.94,9.18,11.66,17.79,,,11.67,64.23,35.69,4.66,29.35,16.87,63.59,201.52,48.84,15.39
2018-07-12,12.97,20.82,118.56,63.87,302.44,21.24,37.61,55.9,18.03,163.2,9.09,76.57,36.15,23.39,41.32,38.94,24.26,16.06,30.37,87.11,18.78,8.13,72.33,22.69,32.26,17.64,28.89,12.33,42.7,24.71,15.16,35.83,,12.04,9.23,11.65,18.54,,,11.74,64.66,35.08,4.65,29.22,16.7,63.51,196.49,48.78,15.81
2018-07-13,13.73,20.88,115.5,64.34,293.82,21.53,37.98,57.14,17.65,161.75,9.31,77.4,35.77,23.62,40.66,38.29,23.63,15.7,30.58,85.74,18.55,8.07,72.34,22.31,32.02,17.95,28.18,12.3,43.14,24.69,15.01,36.15,,11.96,8.94,11.59,18.84,,,12.13,64.12,34.25,4.68,29.37,16.53,65.88,195.2,48.98,15.89
2018-07-16,13.94,20.3,111.46,63.95,293.31,21.27,37.52,57.23,17.18,156.55,9.21,78.09,35.44,23.03,36.7,38.15,23.46,15.52,30.41,83.61,18.39,7.86,72.7,21.6,32.0,18.16,28.3,11.97,43.27,24.4,14.9,35.98,,12.16,8.93,11.57,18.43,,,11.73,61.16,32.18,4.35,29.49,16.95,65.29,192.73,47.75,16.01
2018-07-17,14.43,20.67,115.79,64.73,302.19,21.22,38.11,57.16,17.7,154.36,9.46,76.82,36.38,23.35,36.2,37.77,23.76,15.65,30.52,84.45,18.73,8.1,69.81,22.2,31.71,18.1,28.12,11.96,43.03,24.47,15.27,36.21,,12.14,9.06,11.57,18.71,,,12.26,62.85,32.79,4.46,29.68,16.68,66.39,190.09,48.14,16.06
2018-07-18,14.84,20.52,114.89,65.52,295.81,21.32,38.23,57.61,16.93,151.77,9.69,76.09,35.81,23.12,36.21,37.87,23.84,15.8,30.51,86.16,18.82,7.84,68.23,21.89,31.5,18.02,27.99,11.52,42.97,24.57,14.94,35.91,,12.14,9.3,11.38,18.71,,,11.98,62.99,31.57,4.23,29.65,16.67,66.47,186.98,47.57,16.11
2018-07-19,15.76,20.83,113.03,65.99,295.96,21.36,37.82,58.34,16.65,155.47,9.59,76.17,34.82,23.03,35.57,37.53,23.64,15.68,30.65,85.64,18.53,7.29,68.39,21.77,31.43,17.94,28.48,11.81,41.39,23.92,15.11,35.99,,12.08,9.39,11.32,18.92,,,11.44,62.42,30.83,4.18,29.37,16.56,68.33,188.91,47.67,16.17
2018-07-20,17.0,20.86,110.14,65.68,299.83,19.48,40.02,62.99,17.63,155.65,9.37,76.0,35.72,23.24,35.97,37.62,23.72,15.95,30.69,89.02,18.13,7.22,68.74,22.15,31.67,18.37,28.55,11.83,40.96,24.16,15.06,36.03,,12.17,9.17,11.21,19.33,,,11.35,64.16,31.56,4.22,29.6,17.0,67.59,187.16,47.85,16.01
2018-07-23,17.86,21.63,113.0,67.41,303.57,18.41,41.58,63.79,17.48,161.75,9.39,76.93,36.19,23.08,35.79,37.59,23.28,16.04,30.24,87.81,16.99,7.24,70.14,22.96,32.29,18.48,29.61,11.93,41.08,24.32,15.07,37.19,,12.36,9.09,11.29,19.19,,,11.74,64.35,32.18,4.33,29.73,16.72,67.46,188.02,49.55,15.64
2018-07-24,19.41,22.13,111.3,69.04,306.8,18.17,41.01,62.81,18.18,160.78,9.56,77.29,35.81,23.51,36.42,38.53,25.25,15.83,30.28,87.3,16.69,7.66,69.24,22.86,32.41,18.77,29.77,12.38,40.31,25.18,15.24,37.69,,12.31,9.12,11.34,19.03,,,12.24,64.46,32.58,4.42,29.63,16.54,67.69,194.25,51.12,15.44
2018-07-25,20.84,22.48,111.35,68.21,299.02,18.1,41.74,62.62,17.18,158.76,9.53,77.03,35.61,23.34,36.6,37.96,24.9,15.39,30.43,89.88,16.69,7.71,68.62,22.89,32.71,18.86,29.82,12.33,40.4,25.11,15.07,37.41,,11.8,9.23,11.2,19.1,,,12.42,63.93,31.34,4.49,29.37,16.28,68.02,200.69,49.99,15.54
2018-07-26,20.63,22.51,111.06,67.44,304.3,17.96,42.25,62.08,17.04,161.17,9.37,77.1,35.84,23.38,37.38,39.32,25.87,15.21,30.74,88.98,16.84,7.62,69.32,23.8,32.63,18.71,29.93,12.15,40.28,24.83,15.12,36.02,,11.99,9.43,11.6,19.02,,,13.65,63.62,31.63,4.48,29.12,16.3,67.12,198.28,51.2,15.35
2018-07-27,20.44,22.25,110.65,67.49,310.81,18.43,41.6,62.82,17.43,164.34,9.57,76.32,36.31,23.12,36.52,40.26,25.9,15.38,30.88,92.44,17.2,7.87,68.87,24.43,32.98,18.72,31.53,12.57,40.28,24.94,15.06,35.69,,12.11,9.36,11.47,19.35,,,13.69,63.81,32.04,4.61,28.81,16.63,69.45,201.78,50.97,15.53
2018-07-30,20.19,22.03,110.36,67.27,320.03,18.33,41.42,61.99,18.33,172.7,9.53,75.68,36.2,23.15,36.23,39.78,25.79,15.12,30.42,90.04,17.23,7.8,70.1,25.61,32.79,18.41,31.37,12.75,40.1,24.63,15.45,35.97,,12.19,9.52,11.68,19.72,,,13.7,64.46,32.04,4.64,28.83,16.9,70.07,201.29,52.44,15.45
2018-07-31,20.39,22.53,112.78,68.27,309.21,18.52,41.91,62.45,19.79,176.02,9.39,78.2,36.61,23.02,37.3,38.67,25.9,15.41,30.56,91.4,17.68,7.87,71.88,25.35,33.21,18.6,31.02,12.85,40.15,24.76,15.49,36.5,,12.11,9.62,11.63,20.31,,,13.37,65.12,32.66,4.72,28.76,17.55,71.67,200.46,51.83,15.63
2018-08-01,20.16,22.49,112.9,67.6,306.26,18.39,41.98,63.03,19.91,173.27,9.54,77.57,36.48,23.87,38.14,37.97,26.03,15.62,30.27,90.14,17.61,7.68,71.99,24.94,33.31,18.45,31.43,12.74,40.33,24.68,15.39,35.81,,12.14,9.7,11.78,20.42,,,13.49,65.82,31.17,4.66,29.3,17.56,72.06,209.97,51.82,15.69
2018-08-02,20.5,22.5,113.81,66.72,307.44,18.37,41.46,62.13,19.87,168.08,9.68,77.19,36.44,24.12,39.05,37.5,25.62,15.33,29.87,89.65,17.52,7.67,72.58,24.88,33.67,18.45,31.18,12.92,39.33,24.38,15.09,35.05,,12.15,9.66,12.03,20.01,,,13.47,66.48,31.14,4.65,28.88,17.25,72.39,204.51,51.7,15.79
2018-08-03,20.67,22.52,114.99,66.41,322.89,18.45,41.7,62.07,20.32,168.76,9.66,76.41,36.59,24.63,39.98,37.55,25.42,15.38,29.75,88.44,17.45,7.81,73.18,25.42,33.55,18.59,31.68,13.12,40.23,24.53,15.24,35.22,,12.23,9.68,12.13,20.16,,,13.86,67.11,31.04,4.65,29.34,17.09,72.21,202.56,51.5,15.72
2018-08-06,20.68,22.4,116.27,65.73,335.28,18.44,41.56,62.41,20.32,173.83,9.66,75.62,36.41,24.97,39.17,37.61,25.25,15.27,29.65,88.25,17.7,7.97,71.83,26.26,33.29,18.54,31.45,13.11,39.41,24.54,15.43,35.6,,12.25,9.82,12.08,20.43,,,13.78,66.0,31.68,4.64,29.28,17.2,70.83,204.89,51.63,15.67
2018-08-07,19.84,20.99,114.61,66.99,333.17,18.43,42.01,63.6,19.81,172.1,9.49,74.11,35.93,24.29,39.59,38.29,25.74,15.47,29.88,86.93,17.7,8.08,71.82,26.1,33.19,18.64,31.38,13.24,39.44,24.63,15.35,36.08,,12.42,9.72,12.06,20.28,,,13.7,65.26,31.43,4.8,29.16,16.99,72.84,207.24,51.99,15.69
2018-08-08,20.83,21.12,115.14,67.06,335.0,18.25,42.35,65.12,20.57,173.63,9.33,75.32,36.1,24.34,39.36,38.38,25.49,15.4,29.95,85.09,17.71,8.14,72.94,26.56,33.3,18.57,31.36,13.33,39.58,24.69,15.37,35.3,,12.37,10.01,12.09,20.86,,,13.8,65.75,31.26,4.84,29.26,16.86,73.45,206.75,52.45,15.75
2018-08-09,20.9,21.31,114.16,66.67,348.9,18.23,42.49,65.51,20.61,165.4,9.37,75.73,35.34,24.7,39.22,38.17,25.19,15.27,29.7,84.72,17.61,8.39,72.82,27.75,33.04,18.81,31.52,13.34,39.24,24.43,15.45,35.06,,12.56,9.8,12.28,20.86,,,13.7,65.46,31.39,4.91,29.27,16.66,71.9,210.03,53.27,15.76
2018-08-10,20.78,21.38,111.84,66.73,345.79,18.04,42.55,65.01,20.6,166.64,9.67,75.83,35.45,24.32,38.81,40.34,24.54,15.42,29.65,84.53,17.82,8.22,72.76,27.38,32.95,18.88,31.76,13.22,39.49,24.05,15.66,35.07,,12.47,9.82,12.15,20.63,,,13.68,63.46,30.89,4.83,29.54,16.66,72.28,204.31,52.47,15.77
2018-08-13,20.28,21.26,126.61,65.82,339.83,18.04,41.71,63.9,19.96,166.8,9.14,76.87,35.86,24.61,39.29,39.51,24.93,15.69,29.33,84.38,17.76,8.18,71.77,27.07,33.19,19.2,31.88,13.31,39.54,24.13,15.8,34.81,,12.35,9.64,11.99,20.34,,,13.05,64.59,31.03,4.77,29.65,17.02,71.77,207.93,51.83,15.94
2018-08-14,21.11,21.03,134.03,65.62,347.22,18.15,42.72,65.51,20.0,165.38,9.07,77.21,36.69,24.93,39.94,40.33,24.92,15.96,29.29,85.11,17.53,8.17,72.41,27.7,33.25,19.19,32.09,13.27,39.72,23.83,15.73,35.01,,12.27,9.65,11.98,20.74,,,12.77,68.93,31.42,4.85,29.7,17.35,72.71,206.29,53.13,16.12
2018-08-16,21.17,20.87,135.13,65.61,350.25,18.3,42.5,66.13,19.53,167.63,9.11,77.63,37.01,24.93,41.25,40.07,25.25,15.92,29.1,83.85,17.62,7.97,72.12,27.86,33.03,19.48,32.04,12.76,38.26,23.42,15.75,35.27,,12.39,9.54,11.97,20.57,,,12.77,70.99,31.66,4.76,29.77,17.24,72.23,211.49,52.07,15.81
2018-08-17,21.18,21.09,140.9,65.88,352.42,18.25,42.63,66.0,19.99,167.36,9.09,79.25,36.92,24.81,41.44,39.61,26.42,16.01,29.13,83.87,17.4,8.11,74.09,28.33,33.13,19.49,32.7,12.99,38.81,23.58,15.92,35.08,,12.35,9.46,11.93,20.62,,,12.84,71.42,32.14,4.86,29.84,17.73,73.96,212.59,52.96,15.84
2018-08-20,22.17,21.32,142.32,66.28,350.79,18.76,42.42,65.73,19.97,166.98,9.05,80.94,36.75,25.05,41.73,39.48,26.27,15.78,29.39,84.08,17.74,8.36,73.77,28.2,33.14,18.86,32.65,13.28,39.16,25.17,16.05,34.79,,12.39,9.79,11.97,21.15,,,12.88,71.75,32.43,5.02,29.79,17.74,72.4,209.77,53.15,16.12
2018-08-21,22.25,21.3,140.03,66.01,357.16,18.71,42.74,66.48,20.17,165.94,8.88,81.97,37.11,25.7,42.26,39.8,26.91,16.04,29.39,84.05,17.8,8.35,72.75,28.24,32.89,18.86,32.61,13.3,38.81,25.15,15.85,34.94,,12.57,9.88,11.96,21.36,,,12.84,72.78,31.82,4.88,29.91,18.29,71.98,213.91,53.76,16.34
2018-08-23,22.0,21.67,135.97,65.6,354.92,18.42,42.6,66.99,19.76,166.69,8.62,82.48,37.55,25.49,43.18,40.02,26.41,16.37,29.16,84.95,17.63,8.16,73.59,28.1,32.58,19.04,32.51,13.21,38.33,25.71,15.94,35.36,,12.85,9.98,12.13,21.74,,,12.77,73.27,31.14,4.79,30.17,18.74,71.63,210.32,53.72,16.39
2018-08-24,21.78,21.24,141.91,65.55,359.49,18.4,42.35,67.51,19.98,166.26,8.6,80.96,37.17,25.66,42.9,40.16,26.78,16.34,29.02,84.03,17.24,8.2,73.93,27.51,32.09,18.78,32.35,13.8,38.54,25.54,16.03,35.13,,12.84,10.14,12.18,21.88,,,12.61,72.14,30.56,4.82,30.28,18.53,69.55,212.16,53.34,16.52
2018-08-27,22.1,21.34,141.8,65.84,365.28,18.5,42.22,68.3,19.86,170.86,8.71,81.34,37.65,25.85,42.82,40.31,27.24,16.59,29.17,83.78,17.31,8.5,74.4,28.32,32.48,19.29,32.66,13.83,39.17,25.79,16.16,35.44,,12.99,10.22,12.61,22.12,,,13.14,71.23,31.36,4.87,30.4,19.03,69.98,214.45,54.01,16.73
2018-08-28,23.96,21.81,138.95,66.2,370.81,18.41,41.87,67.88,19.57,169.8,8.64,81.83,37.0,25.99,42.32,39.89,27.08,16.61,29.37,83.9,17.35,8.82,73.52,28.24,32.18,19.42,32.48,14.24,39.48,25.78,16.23,36.14,,13.16,10.13,12.57,22.59,,,12.93,71.16,30.87,4.95,30.67,18.98,69.78,216.75,54.72,16.72
2018-08-29,23.3,21.75,141.4,65.57,369.04,18.44,41.85,69.11,19.52,168.94,8.71,80.51,36.73,25.25,41.79,39.21,27.16,16.49,29.14,84.77,17.42,8.74,72.89,28.39,31.72,19.22,32.6,15.52,39.59,25.7,16.29,35.91,,12.98,10.27,12.31,22.17,,,13.05,71.16,31.03,4.98,30.71,18.94,69.35,212.36,54.4,16.78
2018-08-30,23.37,21.63,141.26,64.85,365.03,18.53,41.62,67.75,19.42,172.64,8.75,79.97,37.07,25.19,41.72,38.39,27.13,16.23,28.97,84.85,17.3,8.87,73.59,28.7,31.22,19.3,33.33,15.48,39.26,25.6,16.27,35.29,,13.27,10.3,12.56,21.83,,,12.99,73.3,31.22,5.1,30.87,18.87,69.0,211.84,54.7,16.91
2018-08-31,23.5,21.6,140.13,64.56,364.75,18.83,40.53,66.13,19.3,172.97,8.72,80.53,37.79,25.22,43.68,39.03,26.97,16.71,28.9,83.95,17.47,8.78,73.89,28.55,31.73,19.64,33.33,15.42,39.55,26.04,15.98,34.87,,13.41,10.45,12.85,21.27,,,12.92,74.78,30.99,5.03,30.81,19.75,70.06,212.33,55.31,17.04
2018-09-03,21.96,21.67,139.02,64.05,354.94,19.01,39.96,63.06,19.12,172.95,8.67,78.48,37.05,25.37,45.46,40.18,26.93,16.75,29.09,83.66,17.41,8.83,70.53,27.85,31.57,19.55,32.64,15.44,38.99,25.92,15.69,34.13,,13.25,10.29,12.4,21.05,,,12.71,75.17,31.31,5.04,30.43,19.23,71.7,207.01,54.05,17.44
2018-09-04,21.95,21.07,139.76,61.68,360.56,18.76,39.09,63.57,18.56,170.5,8.46,75.83,36.75,24.66,44.58,40.07,25.85,17.18,28.77,82.35,17.09,8.68,68.54,27.38,30.89,20.09,32.26,15.2,38.64,25.85,15.42,34.0,,13.14,10.12,12.4,21.27,,,12.55,75.07,29.59,4.97,31.11,19.7,69.2,206.84,51.92,17.72
2018-09-05,22.01,21.38,134.57,62.15,358.23,19.01,39.06,62.89,16.06,167.66,8.41,73.93,36.9,24.48,45.01,40.42,25.97,17.22,28.69,82.8,16.88,8.85,66.9,27.47,30.87,19.89,32.33,15.49,38.04,25.63,15.38,34.1,,13.13,10.08,12.48,21.02,,,12.19,76.03,29.42,4.98,30.82,19.76,67.86,206.06,51.4,18.03
2018-09-06,26.62,21.69,132.43,61.83,358.54,19.09,39.32,62.13,15.52,167.77,8.52,74.04,37.79,25.01,44.99,40.12,26.04,17.38,28.77,82.51,16.99,8.69,66.77,27.39,31.29,19.82,32.39,15.51,38.74,25.62,15.48,33.58,,13.2,10.13,12.71,21.61,,,11.59,77.59,29.24,5.03,30.76,19.99,68.12,205.03,51.32,18.17
2018-09-07,25.59,21.28,137.35,61.9,362.67,20.05,39.64,63.52,15.62,175.56,8.6,74.46,37.94,25.27,46.14,39.9,25.9,17.14,28.84,82.06,17.87,8.95,68.03,27.93,31.22,19.97,32.35,15.81,38.25,25.62,16.12,33.42,,13.25,9.98,12.48,21.9,,,11.73,76.09,29.49,5.19,30.83,19.91,68.14,208.48,52.75,18.37
2018-09-10,24.51,20.97,133.95,60.82,366.15,19.67,38.12,60.55,15.47,175.02,8.29,72.84,38.13,24.66,44.94,39.82,25.67,17.38,28.62,81.84,17.6,8.7,66.85,27.74,30.45,19.92,31.95,15.6,37.58,25.42,15.52,33.12,,13.23,9.79,12.31,21.51,,,11.54,73.08,29.37,5.14,30.84,19.76,67.36,206.38,51.34,18.38
2018-09-11,24.11,20.56,131.33,61.05,365.25,19.44,38.21,60.2,15.05,170.65,8.14,71.0,37.38,24.96,44.25,39.05,25.36,17.32,28.05,81.08,17.09,8.55,66.03,27.21,30.4,20.01,30.97,15.37,37.06,25.28,15.61,32.65,,13.27,9.74,11.92,21.2,,,11.48,72.21,28.57,4.96,30.33,19.27,64.47,206.81,50.76,18.32
2018-09-12,24.21,21.2,130.91,60.72,356.99,19.67,38.52,60.05,14.91,169.75,8.05,71.9,37.47,24.83,44.33,40.08,25.76,17.35,28.21,79.38,16.98,8.78,67.53,26.91,30.43,20.25,31.97,15.55,37.8,25.71,15.53,32.56,,13.29,9.78,12.36,21.45,,,11.39,74.44,29.45,5.08,30.3,19.08,64.92,206.55,50.62,18.59
2018-09-14,24.49,21.43,132.31,62.74,357.53,19.74,40.3,61.86,15.1,172.86,8.54,73.06,38.04,24.46,45.26,40.87,26.87,17.09,28.46,77.37,17.11,9.06,67.63,27.36,31.17,20.0,32.01,15.87,38.08,25.84,15.76,33.07,,13.68,10.01,12.76,21.46,,,11.76,76.2,30.95,5.16,30.62,19.61,66.19,206.38,51.77,18.68
2018-09-17,24.72,21.47,132.61,61.55,351.66,19.62,39.34,60.29,14.81,172.16,8.77,71.98,37.95,24.25,45.02,41.26,26.91,17.22,27.93,75.08,16.79,8.91,66.64,27.14,31.24,19.79,31.47,16.02,37.8,25.57,15.74,32.73,,13.47,9.97,12.88,21.0,,,11.58,74.02,31.3,5.17,30.75,19.79,64.69,206.98,50.71,18.66
2018-09-18,24.14,21.4,132.69,60.78,341.91,19.02,39.2,59.5,14.29,168.4,8.55,72.51,37.88,24.09,45.3,40.2,26.95,17.3,27.89,74.66,16.7,8.64,69.11,26.57,30.99,19.6,31.6,15.84,37.34,25.25,15.67,32.2,,13.27,10.09,12.68,20.85,,,11.5,73.6,31.09,5.14,30.7,19.46,64.8,203.51,50.17,18.81
2018-09-19,23.96,20.99,126.88,60.74,342.02,19.14,37.91,57.86,14.05,166.76,8.79,71.24,37.71,24.75,45.7,39.52,26.98,17.36,27.5,72.75,16.93,8.7,68.37,26.75,30.04,19.62,31.23,16.22,37.69,25.35,15.71,31.47,,13.22,10.27,12.65,20.74,,,11.53,74.32,31.07,5.21,30.8,19.85,64.7,203.56,50.06,18.82
2018-09-21,22.51,20.39,123.73,61.37,336.63,19.2,37.6,55.08,13.63,166.96,9.07,69.22,37.28,24.27,44.81,38.87,26.55,17.32,27.63,70.59,17.04,8.87,67.3,26.43,29.34,19.22,31.68,15.87,36.26,25.28,15.89,30.82,,13.15,10.47,12.78,20.85,,,11.23,72.73,31.03,5.24,31.18,19.03,62.89,202.84,50.29,18.96
2018-09-24,21.87,19.5,120.5,59.83,335.59,18.93,36.44,52.33,13.21,160.51,8.85,66.96,36.85,24.79,44.77,35.96,25.75,17.5,27.0,67.11,16.7,8.85,66.02,25.73,27.87,19.58,31.05,15.58,35.29,25.07,14.83,29.87,,13.13,10.48,12.6,21.1,,,10.98,71.48,30.86,5.09,32.59,19.38,62.14,204.83,49.12,18.82
2018-09-25,22.5,19.05,123.95,60.67,345.14,19.13,37.15,53.22,12.96,162.45,8.77,69.02,37.77,24.27,45.78,35.61,26.25,17.82,27.38,70.91,16.71,8.97,67.7,25.93,28.24,19.79,31.38,15.7,36.35,25.08,14.78,30.67,,13.29,10.58,12.28,21.08,,,11.39,73.44,31.23,5.04,32.36,19.57,62.6,199.48,49.79,18.57
2018-09-26,22.2,19.08,123.61,60.3,346.88,19.02,37.31,53.6,14.32,162.81,8.88,67.92,38.4,24.03,45.59,35.03,26.4,17.4,27.6,73.38,16.64,9.15,66.86,26.09,28.33,19.57,30.55,15.87,35.93,25.34,14.79,30.06,,13.12,10.48,12.3,21.43,,,11.5,73.29,30.99,5.1,31.75,19.31,64.0,198.56,50.27,18.06
2018-09-27,23.13,18.9,126.49,60.56,337.16,19.09,35.91,51.02,13.95,160.78,8.96,68.13,37.63,24.36,44.54,34.64,25.91,17.44,27.71,73.46,16.58,9.0,67.25,25.55,28.0,19.75,30.57,15.57,35.1,24.91,14.52,28.95,,13.13,10.2,12.41,21.48,,,11.13,72.31,30.85,5.13,32.45,19.24,64.53,197.79,50.92,18.04
2018-09-28,21.24,18.54,123.49,60.83,344.52,18.43,36.07,50.19,13.66,152.56,9.01,69.61,37.33,23.48,44.36,33.64,25.8,17.37,28.13,71.2,15.75,8.47,66.77,25.46,28.13,19.9,31.03,14.84,35.07,24.19,14.25,28.17,,13.04,10.28,12.02,21.55,,,11.14,71.39,30.92,4.87,32.37,19.22,63.28,191.52,50.17,18.33
2018-10-01,22.33,18.62,126.07,60.2,333.4,18.72,35.33,51.12,14.06,147.24,8.87,69.85,37.34,24.06,43.97,34.43,25.23,17.54,28.54,70.61,15.96,8.96,68.17,26.17,27.34,20.35,30.96,14.81,34.47,23.73,14.03,28.61,,13.26,10.39,12.27,21.1,,,11.02,72.7,30.54,4.89,33.44,19.59,63.61,193.68,48.69,18.67
2018-10-03,21.92,18.59,126.93,58.88,321.49,18.73,34.55,51.67,14.18,143.5,9.1,68.6,37.36,24.4,43.64,32.32,24.49,17.42,28.48,69.03,15.64,9.36,67.2,25.31,27.28,19.86,30.76,14.91,33.74,23.68,13.1,27.78,,13.08,10.53,12.05,20.64,,,10.43,71.12,30.11,4.86,32.06,19.34,62.41,194.28,47.71,18.52
2018-10-04,21.62,17.87,124.08,57.61,329.35,18.22,33.83,50.44,13.99,139.76,7.98,67.24,36.44,24.1,41.59,30.47,24.23,17.2,27.45,67.69,14.83,9.29,65.34,26.38,26.46,19.28,29.92,14.69,33.01,23.92,13.16,27.6,,13.04,10.01,12.07,19.22,,,10.59,68.62,28.86,4.88,30.61,18.56,61.01,199.74,48.74,18.42
2018-10-05,21.17,17.01,125.26,56.89,319.38,17.44,32.29,46.84,13.71,134.56,6.39,65.12,36.34,23.19,41.97,29.48,23.31,17.31,27.56,66.71,14.71,8.89,64.7,25.61,26.75,19.75,28.81,14.26,32.33,23.34,12.74,26.47,,12.73,8.53,11.95,17.97,,,10.1,68.49,27.67,4.76,31.17,18.42,62.22,196.7,46.88,18.4
