date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
2016-07-04,5.71,15.24,79.08,55.0,15.52,18.9,20.08,34.62,22.85,30.45,9.89,41.34,30.14,14.07,27.5,39.56,13.82,18.84,23.16,,20.08,,46.56,14.17,28.82,20.16,30.47,,39.47,34.12,28.9,22.94,,11.9,15.42,14.51,10.49,,14.16,25.85,40.8,,,20.25,16.79,53.32,161.43,37.75,15.58
2016-07-05,5.61,15.34,79.18,54.16,15.4,18.61,19.77,34.47,22.86,29.84,9.82,41.27,29.95,14.25,27.63,39.44,13.69,18.59,23.02,,19.77,,46.41,14.0,28.81,20.02,30.3,,39.28,34.29,28.79,22.93,,11.65,15.34,14.15,10.55,,14.19,25.65,41.0,,,20.18,16.66,52.88,160.21,37.38,15.67
2016-07-07,5.55,15.01,79.89,54.3,15.48,18.6,19.84,34.16,22.77,29.64,9.96,40.88,30.38,13.97,28.22,39.77,13.73,18.05,23.41,,19.72,,47.88,13.98,28.76,19.71,30.73,,39.57,33.82,28.73,22.76,,11.67,15.06,14.33,10.5,,13.97,25.28,41.2,,,19.73,16.32,53.01,159.45,37.46,15.52
2016-07-08,5.44,14.8,80.65,55.56,15.6,18.56,19.69,34.63,22.56,28.96,9.97,40.82,30.73,13.8,28.51,39.48,13.7,18.17,23.2,,20.13,,48.0,13.82,29.32,19.72,30.59,,39.44,33.35,28.67,22.87,,11.74,14.84,14.43,10.4,,13.86,25.24,41.16,,,19.7,16.27,52.82,159.87,37.65,15.58
2016-07-11,5.56,15.54,80.16,56.45,15.54,18.87,20.15,36.15,22.56,29.35,10.13,41.61,30.83,14.21,29.03,39.67,13.77,18.05,23.69,,20.62,,48.46,14.27,29.26,20.01,31.0,,40.35,33.94,29.03,23.48,,12.03,14.96,14.62,10.55,,14.27,26.67,41.77,,,20.01,16.44,52.98,159.78,38.26,15.78
2016-07-12,5.57,15.58,81.15,56.1,16.01,18.89,20.74,36.4,22.63,29.63,10.02,41.58,30.46,14.03,28.79,39.94,14.0,18.16,23.74,,20.64,,48.24,14.94,29.28,20.04,30.9,,40.51,34.12,29.1,24.02,,12.08,15.15,14.62,10.66,,14.39,27.12,41.45,,,20.01,16.4,53.43,159.95,38.62,15.83
2016-07-13,5.47,15.53,81.87,55.5,15.89,18.93,20.17,36.18,22.35,29.66,9.76,41.73,30.4,14.34,28.95,39.65,13.96,18.13,23.65,,20.63,,48.36,14.91,28.74,20.33,30.74,,41.11,33.76,28.88,23.75,,12.03,15.56,14.2,10.72,,14.46,26.81,41.21,,,20.24,16.38,53.26,159.41,38.04,15.92
2016-07-14,5.44,15.5,80.68,55.94,15.99,18.99,20.47,36.58,22.93,29.93,9.9,41.61,30.24,14.37,28.69,39.61,14.36,18.33,23.7,,20.73,,48.64,15.34,28.99,20.03,30.94,,41.39,34.04,28.55,24.33,,12.11,15.32,14.48,10.68,,14.73,26.54,40.69,,,20.48,16.76,54.59,159.04,38.77,15.83
2016-07-15,5.37,15.76,81.19,56.4,16.13,19.21,20.75,36.71,22.46,30.9,9.92,41.04,30.5,14.11,28.73,40.15,14.55,18.06,24.16,,20.62,,49.09,15.18,29.32,18.27,30.96,,40.96,34.51,28.89,24.57,,11.92,15.3,14.41,10.76,,14.7,26.5,40.78,,,19.86,16.3,54.97,157.7,39.11,15.38
2016-07-18,5.38,15.58,80.15,56.54,16.3,19.63,21.01,37.13,22.29,29.58,9.95,40.98,29.94,14.24,28.56,40.5,14.47,18.19,24.24,,20.65,,48.07,15.04,29.43,18.43,30.97,,41.21,34.26,28.97,24.48,,11.87,14.53,14.32,10.69,,14.52,25.61,41.12,,,19.76,16.38,54.45,157.78,38.74,15.31
2016-07-19,5.33,15.77,78.95,56.66,16.14,19.66,21.34,36.47,22.26,29.71,10.23,40.16,29.88,14.12,28.71,40.0,14.36,18.38,24.06,,20.54,,46.67,15.37,28.81,18.51,30.98,,41.26,34.22,28.73,24.65,,11.92,14.69,14.6,10.82,,14.58,25.06,41.42,,,20.02,16.42,54.38,159.15,38.85,15.23
2016-07-20,5.51,15.83,78.48,56.54,15.93,19.8,21.81,36.46,22.41,29.64,10.27,40.88,30.59,14.58,29.44,40.29,14.61,18.38,24.33,,20.82,,47.28,15.28,29.1,18.45,31.13,,41.5,34.18,28.82,24.56,,12.01,14.88,14.77,10.87,,14.68,24.85,42.2,,,20.26,16.34,54.22,157.81,39.42,14.95
2016-07-21,5.38,15.95,78.46,57.32,15.36,19.74,22.28,36.74,22.19,30.0,10.3,40.96,30.47,14.76,28.96,40.1,14.79,18.22,24.26,,20.76,,47.45,14.96,29.58,18.39,31.18,,40.35,33.89,28.3,24.25,,11.82,14.8,14.26,10.69,,14.33,24.31,42.04,,,20.35,16.34,53.84,158.18,40.29,15.03
2016-07-22,5.42,16.11,78.53,57.56,15.35,19.38,22.2,37.29,22.16,29.96,10.43,41.49,30.74,14.67,28.82,40.21,14.75,18.36,24.3,,20.72,,47.09,15.04,29.63,18.26,31.08,,40.32,34.25,28.41,24.26,,11.95,14.79,14.6,10.78,,14.19,24.55,41.64,,,20.42,16.33,53.91,161.08,40.31,14.92
2016-07-25,5.37,16.17,79.63,58.86,15.36,19.24,22.2,37.91,22.3,30.34,10.61,41.48,30.99,14.77,27.88,40.54,14.66,18.64,24.62,,20.85,,47.29,15.34,30.09,18.41,31.32,,40.55,34.51,28.87,25.01,,12.02,15.07,14.83,10.87,,14.6,24.98,42.56,,,20.78,16.44,54.31,159.31,40.64,15.06
2016-07-26,5.5,16.04,79.75,58.32,15.8,19.05,23.19,41.55,21.99,30.17,10.52,41.09,30.92,14.5,26.58,40.82,14.65,18.76,24.46,,20.4,,47.06,14.94,30.09,18.54,31.32,,39.88,34.65,28.58,24.57,,12.07,14.91,15.04,10.88,,14.39,25.28,42.27,,,20.73,16.25,54.47,158.92,40.18,15.15
2016-07-27,5.5,16.35,79.88,58.37,15.66,19.02,22.32,41.32,21.86,30.39,10.52,40.93,30.9,14.41,23.86,41.28,14.69,18.97,24.43,,20.37,,47.12,15.45,30.66,18.48,30.78,,40.0,34.86,28.67,25.05,,12.14,14.84,15.13,10.77,,14.56,26.24,42.77,,,20.93,16.31,54.17,160.19,40.43,15.23
2016-07-28,5.46,16.1,79.34,62.01,15.52,18.96,22.76,43.53,21.9,30.33,10.44,41.7,30.75,14.61,23.7,42.82,14.59,18.9,24.65,,20.32,,47.41,15.53,30.4,18.35,31.64,,39.81,34.32,28.65,26.18,,12.1,14.71,15.46,10.91,,14.67,25.69,43.7,,,21.27,15.7,56.13,162.06,40.74,15.36
2016-07-29,5.35,16.61,80.16,61.25,15.59,19.24,23.26,43.77,22.16,29.53,10.6,42.69,31.15,14.52,23.5,45.59,14.77,18.96,24.61,,20.36,,48.1,15.01,30.59,18.29,31.41,,40.5,33.92,28.93,26.14,,12.08,14.63,15.44,10.79,,14.57,26.68,43.94,,,21.27,15.78,55.45,164.96,41.18,15.12
2016-08-01,5.16,16.34,80.85,61.62,15.71,19.5,24.16,47.37,22.25,29.69,10.63,41.94,30.95,14.45,23.86,45.31,15.05,19.65,24.53,,20.43,,48.23,14.25,31.24,18.48,31.18,,39.95,32.5,29.0,26.74,,12.16,14.54,15.55,10.73,,14.43,27.06,44.24,,,21.99,15.85,55.57,167.33,41.59,15.47
2016-08-02,5.16,16.06,80.14,61.76,15.69,19.58,23.28,46.18,22.23,29.18,10.36,41.92,30.59,14.3,23.84,44.34,15.06,20.16,24.55,,20.73,,48.35,14.01,31.04,18.46,32.45,,40.32,32.71,28.76,27.4,,12.16,14.7,15.7,10.76,,14.48,26.75,43.88,,,21.92,16.14,55.72,166.71,40.72,15.24
2016-08-03,4.99,15.93,78.88,62.86,15.68,19.34,22.59,42.22,22.17,29.27,10.24,41.19,31.27,14.44,23.53,43.37,14.99,20.8,24.5,,20.54,,47.64,13.82,30.66,18.48,31.44,,40.12,32.17,28.53,26.78,,12.02,14.54,15.44,10.56,,14.39,25.84,44.45,,,21.57,16.07,54.57,166.72,40.62,15.2
2016-08-04,5.08,16.29,79.96,61.97,15.62,19.55,22.79,42.07,22.07,29.87,10.18,41.92,31.13,14.32,23.72,43.44,15.07,20.74,24.51,,20.82,,47.86,13.72,30.35,18.25,31.36,,40.13,31.97,28.32,26.87,,12.14,14.61,15.64,10.55,,14.33,26.33,44.92,,,21.53,16.17,53.71,166.74,40.49,15.21
2016-08-05,5.13,16.73,80.19,62.86,16.19,20.39,22.8,42.59,22.58,29.69,10.49,41.98,31.5,14.58,24.09,45.1,15.88,20.69,24.67,,21.89,,48.25,14.04,30.82,18.19,31.42,,41.08,32.9,29.27,27.15,,12.32,15.02,15.49,10.8,,14.78,27.08,44.57,,,21.51,16.01,54.8,166.77,42.16,15.18
2016-08-08,5.22,17.2,82.72,63.13,16.3,20.46,22.56,42.34,22.28,28.67,10.85,45.87,31.62,14.69,24.31,45.53,15.95,20.62,24.68,,21.97,,48.46,14.0,31.03,18.37,31.1,,40.93,32.79,29.54,27.43,,12.2,15.03,15.66,10.94,,14.81,26.87,44.09,,,21.51,16.29,55.22,168.67,41.86,15.23
2016-08-09,5.15,17.14,82.54,63.03,16.38,20.43,22.24,42.95,22.26,28.5,10.65,45.52,31.48,14.92,24.33,44.82,15.65,20.57,24.63,,21.68,,48.71,14.01,30.87,18.45,30.81,,40.57,32.66,29.21,27.26,,12.2,15.22,15.45,10.95,,14.93,26.86,43.9,,,21.52,16.25,55.28,166.88,42.1,15.29
2016-08-10,5.3,18.47,81.25,62.12,16.21,20.35,23.02,42.19,22.09,28.26,10.44,45.16,30.79,14.96,24.02,44.12,14.61,20.6,24.23,,21.08,,48.22,13.67,30.14,18.43,30.67,,40.38,32.27,28.58,26.72,,12.05,15.22,15.3,10.67,,14.7,26.61,43.28,,,21.72,16.08,53.15,166.71,41.3,15.05
2016-08-11,5.04,18.12,81.38,62.95,16.26,20.28,23.57,42.22,21.72,28.25,10.67,47.1,30.95,14.95,24.11,45.2,13.69,20.76,24.25,,21.0,,48.78,13.86,30.3,18.35,31.31,,40.56,32.09,28.04,26.81,,12.18,15.38,15.27,10.78,,14.42,26.65,42.79,,,22.0,16.17,52.68,169.71,41.05,15.06
2016-08-12,4.98,18.46,83.33,62.53,16.87,20.44,23.66,42.85,22.03,28.37,10.37,47.8,30.48,14.96,24.11,45.3,13.76,20.5,24.26,,21.04,,48.75,14.04,30.54,18.1,31.61,,40.47,32.46,28.62,26.92,,12.25,15.53,15.62,11.01,,15.45,27.01,42.38,,,22.23,15.96,52.89,170.97,41.22,15.08
2016-08-16,4.9,19.55,83.12,62.1,16.65,20.54,23.49,43.05,22.16,27.93,10.67,47.61,32.73,14.95,24.07,45.59,13.53,19.95,24.24,,20.92,,48.29,14.19,30.14,17.91,31.74,,41.0,32.78,28.47,26.73,,12.31,15.63,15.58,10.89,,15.67,26.51,41.43,,,21.86,15.62,53.23,171.07,41.41,14.88
2016-08-17,4.94,19.13,83.14,61.22,16.82,20.95,23.2,43.08,22.24,28.19,10.5,48.56,32.48,15.4,24.06,45.36,13.64,19.75,24.39,,21.35,,47.61,14.14,30.02,17.6,31.56,,40.62,32.69,28.61,26.87,,12.33,15.81,15.33,10.77,,15.63,26.62,41.56,,,21.31,15.35,53.24,172.98,40.97,14.64
2016-08-18,4.96,19.69,82.39,60.88,16.93,20.99,23.16,42.76,21.98,28.8,10.5,48.45,32.64,15.01,24.24,45.01,13.96,19.78,24.73,,21.41,,47.28,14.44,31.09,17.43,31.37,,41.61,32.25,28.8,27.01,,12.73,16.04,15.97,10.82,,15.77,26.75,41.76,,,21.42,15.18,52.39,172.98,42.91,14.56
2016-08-19,5.11,19.52,81.98,61.21,16.8,20.9,23.05,42.97,22.05,28.66,10.61,48.76,32.89,14.79,24.1,44.2,13.98,19.68,24.63,,21.34,,47.48,14.5,30.92,17.39,31.22,,41.31,32.51,28.78,26.93,,12.73,16.06,15.88,10.79,,16.41,26.48,41.49,,,21.14,15.3,52.89,172.74,43.49,14.43
2016-08-22,4.98,19.34,80.86,61.24,16.56,20.84,23.21,42.9,21.92,28.56,10.68,49.03,32.94,14.83,24.12,44.24,13.58,19.44,24.69,,21.21,,48.49,14.4,30.88,17.29,31.61,,41.0,32.48,28.47,26.58,,12.49,15.91,15.97,10.75,,16.18,26.61,40.77,,,20.69,15.08,53.02,173.55,42.81,14.3
2016-08-23,4.94,19.48,79.69,61.92,16.62,20.51,22.91,42.37,21.89,28.85,10.3,48.91,32.82,14.9,24.09,44.67,13.66,19.91,24.71,,21.02,,48.06,14.29,30.94,17.71,31.28,,41.29,32.14,28.46,26.56,,12.13,15.85,15.98,10.74,,16.17,26.39,40.36,,,21.12,15.06,53.52,173.55,42.37,14.41
2016-08-24,4.97,19.31,79.93,61.51,16.65,20.45,23.15,42.42,22.02,28.76,10.4,49.96,33.5,14.78,24.34,44.92,13.8,19.9,24.92,,21.04,,47.94,14.19,30.78,18.01,31.13,,41.22,32.06,28.3,27.19,,12.31,16.02,16.0,10.84,,16.15,26.36,40.75,,,20.88,15.11,53.18,175.32,42.22,14.41
2016-08-25,4.86,18.71,79.78,60.8,16.74,20.39,22.96,43.42,21.62,28.22,10.7,50.41,33.25,14.67,24.42,44.84,13.66,20.09,24.85,,21.0,,47.49,14.1,30.76,17.65,31.53,,41.42,31.65,27.89,27.11,,12.11,15.81,15.99,10.76,,15.88,26.03,40.49,,,20.71,14.82,51.99,180.68,41.97,13.98
2016-08-26,4.8,18.42,79.58,61.75,16.74,20.37,23.98,44.22,21.86,28.05,10.65,50.02,33.51,14.75,24.34,45.32,13.68,19.61,24.82,,21.0,,47.16,14.01,30.28,17.37,31.57,,41.42,31.05,28.1,27.04,,12.05,15.85,15.87,10.92,,15.66,26.22,39.98,,,20.5,14.88,53.39,186.96,42.12,13.59
2016-08-29,4.83,18.77,78.95,61.12,16.81,20.58,24.05,45.33,21.78,27.94,10.71,49.57,33.55,14.78,24.44,45.28,13.65,19.01,24.45,,21.69,,47.19,14.3,30.07,17.42,31.45,,41.45,31.76,28.06,27.08,,12.18,15.77,15.82,11.24,,15.81,26.21,40.2,,,20.3,14.54,53.05,188.98,41.89,13.28
2016-08-30,4.87,18.8,79.0,63.01,16.87,21.22,24.29,45.47,21.86,27.07,10.88,50.1,34.03,14.81,24.75,46.77,14.13,19.48,25.05,,22.1,,48.22,14.63,30.19,17.72,32.01,,41.71,32.11,28.32,27.85,,12.34,16.07,16.09,11.33,,16.02,26.45,41.02,,,20.66,14.97,53.63,193.64,43.1,13.58
2016-08-31,4.83,18.8,79.46,63.66,17.03,21.22,25.34,46.46,21.88,27.05,10.78,50.36,33.84,14.76,24.74,46.18,14.09,19.6,25.5,,22.51,,47.81,14.73,30.87,17.64,32.35,,42.81,32.92,28.34,27.77,,12.15,15.71,16.12,11.26,,16.03,25.78,41.06,,,20.39,15.16,55.07,196.01,44.61,13.64
2016-09-01,4.68,18.49,79.85,63.6,17.03,21.37,25.88,47.09,21.96,25.35,10.49,49.61,34.21,14.96,24.8,46.22,13.89,19.73,25.35,,22.55,,48.27,14.9,30.81,17.67,32.47,,43.01,32.79,28.67,27.81,,12.11,15.73,16.17,10.94,,16.0,25.04,40.76,,,20.36,15.17,54.41,197.85,44.99,13.42
2016-09-02,4.72,19.17,80.89,64.19,17.1,21.36,26.07,47.0,21.86,26.01,10.49,48.82,34.14,14.71,25.0,46.31,13.92,19.75,25.38,,22.74,,48.01,14.92,31.02,17.57,32.71,,43.16,32.75,29.07,28.36,,12.21,15.87,16.13,10.77,,16.17,25.35,41.42,,,20.42,15.26,55.05,202.41,45.24,13.41
2016-09-06,4.79,19.34,82.69,66.2,18.15,21.41,26.25,47.54,21.75,26.22,10.7,50.31,34.18,14.56,25.08,46.58,14.18,19.78,25.68,,22.97,,48.9,15.57,31.93,17.8,32.67,,43.4,32.99,29.39,29.23,,12.48,15.86,16.37,10.84,,16.51,25.8,41.43,,,20.17,15.53,57.56,216.05,45.13,13.39
2016-09-07,4.81,19.46,81.03,64.72,17.84,21.27,26.11,48.07,21.7,26.11,10.55,50.77,34.3,14.65,25.13,46.63,14.01,19.82,25.41,,22.92,,48.64,15.88,31.67,17.96,32.69,,42.66,33.03,29.36,29.32,,12.31,16.28,16.21,10.81,,16.94,25.16,41.25,,,19.82,15.26,55.96,212.28,45.24,13.36
2016-09-08,4.94,19.7,80.3,65.01,17.96,22.01,26.72,49.06,21.56,26.46,10.5,50.53,35.15,14.72,25.53,47.53,14.41,19.49,25.46,,23.54,,49.61,15.78,31.74,17.67,32.96,,43.49,33.5,29.43,30.16,,12.19,16.37,16.36,10.98,,17.04,25.35,42.78,,,18.85,14.85,56.95,210.94,45.57,13.15
2016-09-09,4.87,19.46,79.64,64.42,17.5,21.63,25.91,48.67,21.72,26.27,10.52,50.28,34.29,14.71,25.57,46.53,14.2,19.65,25.48,,23.02,,48.49,15.65,31.68,17.63,32.13,,43.44,33.02,29.04,29.69,,12.12,16.95,16.13,11.1,,16.77,25.48,42.22,,,19.1,14.82,55.78,211.24,43.78,13.33
2016-09-12,4.64,18.58,77.28,63.47,16.9,21.05,25.13,46.18,21.52,25.94,10.12,49.88,33.67,14.63,25.12,46.16,13.98,19.71,25.27,,22.45,,47.89,15.32,31.12,17.95,31.38,,43.15,31.84,28.13,29.28,,11.66,16.68,15.82,11.12,,16.05,24.49,41.66,,,19.15,15.0,54.12,217.52,42.81,13.32
2016-09-14,4.73,18.92,76.19,63.97,17.17,21.17,24.79,46.46,21.38,26.09,10.29,51.51,34.11,14.36,25.28,45.87,14.23,19.55,25.07,,22.82,,47.36,15.5,30.96,17.81,31.33,,42.76,32.1,27.84,29.48,,11.88,16.5,15.72,11.1,,16.35,24.09,41.28,,,18.91,15.09,54.55,216.04,43.68,13.26
2016-09-15,4.72,19.11,75.27,64.52,16.8,20.89,25.33,46.37,21.86,26.32,10.16,51.39,34.58,14.33,25.14,45.55,14.26,19.61,25.27,,22.39,,47.65,15.45,30.74,17.75,31.84,,42.9,31.99,27.74,29.96,,11.71,16.52,15.34,11.32,,16.25,23.89,41.63,,,18.89,14.97,53.47,207.93,43.51,13.27
2016-09-16,4.59,19.38,76.84,63.5,17.19,21.24,24.72,45.9,21.73,26.39,10.34,50.57,35.06,14.37,25.22,46.96,14.64,19.8,25.63,,22.81,,47.53,15.27,30.44,18.05,32.39,,42.79,32.05,27.74,30.63,,11.68,16.64,15.45,11.43,,16.15,23.63,41.49,,,19.18,15.05,53.63,203.33,43.46,13.3
2016-09-19,4.65,19.74,76.53,63.97,16.96,20.99,25.31,45.4,22.15,26.44,10.46,49.64,35.31,14.53,25.28,46.94,14.66,19.87,25.48,,22.65,,47.55,15.51,31.36,18.07,32.2,,42.59,32.2,27.95,30.18,,11.84,16.89,15.57,11.5,,16.23,23.56,41.42,,,19.58,15.09,53.01,202.16,44.19,13.31
2016-09-20,4.68,19.31,76.36,64.05,16.92,20.57,26.44,45.36,22.2,26.03,10.47,49.63,35.61,14.58,25.28,47.55,14.71,19.94,25.44,,22.03,,47.08,15.54,30.82,17.88,31.97,,42.06,32.11,27.81,30.3,,11.71,17.13,15.63,11.42,,16.16,23.76,41.23,,,19.54,14.95,53.01,197.7,44.17,13.34
2016-09-21,4.71,19.28,77.21,64.35,17.09,20.68,27.11,45.16,22.33,26.25,10.49,49.45,35.52,14.65,25.24,49.11,14.69,19.95,25.53,,21.99,,47.6,15.41,30.84,17.98,31.56,,41.82,32.03,27.75,30.23,,11.75,16.97,15.38,11.39,,15.95,23.79,41.23,,,19.6,14.91,53.48,193.51,43.86,13.42
2016-09-22,4.77,19.68,78.99,65.53,16.89,20.85,27.79,47.59,22.53,26.67,10.71,49.49,35.98,14.5,25.21,50.35,14.86,19.86,25.81,,22.49,,47.45,15.73,31.74,18.03,31.76,,42.18,32.64,27.88,30.76,,11.98,17.25,15.67,11.57,,16.37,24.74,41.65,,,19.31,14.71,54.53,191.44,44.08,13.36
2016-09-23,4.75,19.66,78.83,65.49,15.91,20.87,28.14,47.53,22.62,26.67,10.81,49.78,36.12,14.54,25.48,50.44,14.78,20.07,25.92,,22.45,,47.47,15.49,31.77,17.75,31.53,,42.24,32.57,27.81,30.78,,11.97,17.32,15.44,11.72,,16.16,24.73,41.29,,,19.47,14.7,53.82,191.04,43.9,13.32
2016-09-26,4.66,19.33,78.69,65.04,15.62,20.6,28.07,47.38,22.69,26.13,11.13,49.72,35.71,14.72,25.62,50.12,14.62,19.86,25.6,,22.03,,46.54,14.99,31.27,17.64,30.86,,41.79,31.89,27.22,30.6,,11.61,16.59,15.42,11.77,,15.98,24.17,40.56,,,19.5,14.52,53.26,191.13,43.45,13.29
2016-09-27,4.68,18.92,79.92,65.56,15.44,20.49,27.95,46.35,22.95,25.68,10.92,49.93,35.87,14.73,25.55,50.02,14.57,20.04,25.63,,21.93,,46.78,14.85,31.45,17.71,30.59,,41.62,31.25,27.06,30.29,,11.61,16.45,15.46,11.8,,15.81,23.93,40.77,,,19.78,14.48,53.34,189.32,43.35,13.43
2016-09-28,4.72,19.37,79.99,65.61,15.67,20.76,27.62,46.67,22.97,26.24,11.02,49.54,35.78,14.54,25.62,52.34,14.73,20.05,25.58,,21.94,,46.25,14.89,31.8,17.69,30.72,,41.5,31.68,27.15,30.34,,11.65,16.73,15.66,11.59,,16.11,24.59,40.49,,,19.67,14.25,53.91,188.87,43.99,13.42
2016-09-29,4.31,18.36,78.63,64.18,15.39,20.28,26.52,43.76,22.1,25.75,10.91,47.81,35.61,14.5,25.1,50.58,14.2,19.92,25.23,,21.79,,45.79,14.3,31.17,17.53,30.57,,40.99,31.28,26.91,29.89,,11.4,16.63,15.22,11.4,,15.7,23.42,38.95,,,19.79,13.81,51.73,188.38,42.76,13.1
2016-09-30,4.36,18.35,77.3,63.81,15.45,20.15,26.21,44.55,22.32,25.61,10.95,48.95,34.26,14.27,24.88,50.39,14.59,20.14,25.14,,21.7,,45.25,14.4,31.12,17.64,30.03,,41.22,31.18,27.73,30.1,,11.29,17.06,15.49,11.52,,15.95,24.23,39.32,,,19.74,13.58,51.99,192.3,42.65,13.28
2016-10-03,4.45,18.91,79.05,65.59,15.72,20.53,27.28,45.85,22.82,25.99,11.23,50.72,34.78,14.52,25.3,52.36,14.78,20.36,25.42,,22.38,,45.29,14.63,32.08,17.68,30.14,,41.81,32.0,28.48,31.22,,11.49,17.3,15.9,11.59,,16.21,25.41,40.08,,,19.58,13.61,53.5,200.95,43.5,13.28
2016-10-04,4.51,19.21,79.88,65.56,15.6,20.62,27.33,45.73,22.77,26.43,11.4,50.57,35.31,14.21,25.21,52.45,14.83,20.6,25.47,,22.46,,44.86,14.74,31.86,17.87,30.01,,42.0,31.53,27.92,31.21,,11.62,18.18,15.88,11.65,,16.49,25.29,40.46,,,19.53,13.86,53.49,200.5,43.78,13.36
2016-10-05,4.49,18.97,79.09,66.45,15.29,20.36,26.94,45.33,22.82,26.24,11.62,50.36,34.95,14.22,25.01,53.34,14.88,20.54,25.4,,22.19,,45.41,14.59,31.64,17.74,29.88,,41.49,31.64,27.6,31.26,,11.63,17.72,15.92,11.58,,16.56,25.68,40.2,,,19.38,13.75,53.41,197.52,44.66,13.3
2016-10-06,4.43,18.93,78.8,66.49,15.15,20.11,26.98,45.45,22.81,26.29,11.99,50.45,34.19,14.1,24.64,53.26,15.22,20.18,25.31,,22.08,,46.11,14.35,31.8,17.5,29.53,,41.54,31.65,27.08,31.38,,11.37,17.89,15.61,11.8,,16.3,25.14,39.86,,,19.4,13.61,52.48,195.36,43.86,13.26
2016-10-07,4.5,19.07,77.67,65.12,15.24,20.55,26.9,45.68,22.73,26.05,11.87,49.28,33.67,14.11,24.45,52.39,15.46,20.31,25.29,,22.08,,45.74,14.31,31.77,17.24,29.73,,41.52,31.7,27.1,31.23,,11.32,17.77,15.53,11.79,,16.43,24.82,39.77,,,19.23,13.58,52.01,194.01,43.56,13.23
2016-10-10,4.58,18.87,79.11,66.67,15.17,20.49,26.64,45.31,22.49,25.77,11.76,49.14,34.3,14.12,24.65,52.37,15.31,20.47,25.36,,22.17,,45.68,14.28,31.77,17.54,29.87,,41.39,31.55,27.16,31.39,,11.19,17.74,15.62,11.65,,16.29,24.55,39.99,,,19.33,13.64,53.12,192.88,44.04,13.23
2016-10-13,4.47,17.95,79.25,66.88,14.81,20.13,26.62,44.47,22.31,25.02,11.75,48.39,34.38,13.97,24.42,52.37,14.99,20.22,24.94,,22.25,,44.95,13.77,31.65,17.92,29.73,,40.97,31.3,27.02,31.42,,11.05,18.13,15.36,11.23,,15.85,24.0,39.16,,,18.91,13.65,51.08,193.24,44.14,13.27
2016-10-14,4.49,18.18,78.13,66.29,14.86,19.94,27.11,44.78,22.76,24.91,11.93,48.47,34.67,13.86,24.27,51.55,15.01,20.46,24.92,,22.13,,43.91,13.8,31.71,17.49,29.85,,41.47,32.09,26.77,31.27,,11.07,18.41,15.59,11.45,,16.01,24.11,39.47,,,19.21,13.55,50.69,189.5,44.7,13.17
2016-10-17,4.47,17.92,79.4,65.0,14.81,19.62,27.3,45.52,22.68,24.57,11.79,48.11,34.61,13.78,24.25,50.03,14.64,20.35,24.44,,21.64,,44.28,14.78,31.46,17.41,29.93,,40.81,31.5,25.9,30.77,,11.26,18.51,15.45,11.27,,16.08,23.58,38.85,,,19.18,13.21,50.8,187.88,44.44,13.1
2016-10-18,4.55,19.09,81.12,64.57,15.2,19.9,28.4,47.15,22.98,25.01,11.74,47.51,35.01,13.84,24.38,50.88,14.77,21.02,24.84,,21.67,,44.61,15.44,31.51,17.69,30.6,,41.22,32.38,26.3,30.92,,11.29,18.38,15.48,11.49,,16.31,24.05,39.36,,,19.49,13.75,51.33,191.08,44.55,13.39
2016-10-19,4.59,19.41,80.35,64.28,15.28,19.86,28.7,47.21,22.82,25.04,11.81,48.27,35.22,13.84,24.54,50.7,14.82,20.91,24.85,,21.37,,44.11,15.14,31.52,17.74,29.79,,41.06,32.44,26.19,30.8,,11.37,18.51,15.67,11.56,,16.22,23.8,39.72,,,19.45,13.74,51.11,188.74,44.66,13.73
2016-10-20,4.72,20.39,79.68,64.09,15.41,19.93,28.5,47.32,22.88,25.21,11.84,48.21,35.24,13.84,24.65,50.72,14.84,20.53,24.79,,21.37,,43.81,15.85,31.4,17.65,29.78,,40.97,32.72,26.18,31.02,,11.37,18.7,15.68,11.56,,16.52,23.75,39.47,,,19.5,13.75,51.26,187.79,44.38,13.74
2016-10-21,4.74,20.43,80.64,63.41,15.01,19.97,27.97,47.86,22.67,25.26,11.95,48.18,34.45,13.87,24.93,50.99,14.66,20.94,25.09,,21.35,,44.38,15.84,31.86,17.68,29.88,,41.46,32.87,26.17,31.05,,11.41,18.6,15.53,11.31,,16.41,24.0,39.58,,,19.72,14.04,49.92,185.09,44.09,13.85
