date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,CIPLA,COALINDIA,DRREDDY,EICHERMOT,ETERNAL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDALCO,HINDUNILVR,ICICIBANK,INDIGO,INFY,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,MAXHEALTH,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TMPV,TRENT,ULTRACEMCO,WIPRO
2019-02-15,119.8,350.15,1142.8,1393.6,686.6,2825.95,602.54,256.11,25.03,274.52,540.55,219.95,512.67,2023.41,,703.95,528.62,525.16,358.5,186.6,1772.8,342.15,1148.35,741.95,269.71,,266.9,256.73,1243.1,627.55,6930.05,,526.77,113.54,135.0,102.09,568.92,568.85,262.95,195.26,422.9,186.15,46.75,2029.7,799.65,1039.0,161.65,333.1,3439.45,141.04
2019-02-18,117.5,347.3,1116.85,1380.05,693.3,2793.5,588.52,254.95,25.1,272.68,541.15,215.15,513.11,2015.52,,697.08,523.15,522.47,350.6,184.55,1751.9,338.75,1106.15,741.05,264.51,,261.9,255.41,1244.5,624.7,6842.7,,517.47,114.54,137.1,101.67,557.79,567.45,259.95,195.44,414.65,182.75,46.56,1970.3,803.45,1027.35,162.9,322.2,3429.25,140.85
2019-02-19,118.25,339.55,1116.4,1377.85,693.05,2787.85,596.97,255.98,25.33,273.71,539.65,214.25,507.38,2040.98,,715.51,519.53,521.01,346.8,186.55,1737.95,343.25,1101.05,724.3,265.67,,266.85,256.09,1258.3,632.6,6804.55,,525.77,111.42,139.15,100.94,555.96,562.45,262.9,195.06,413.65,184.5,47.1,1904.8,791.0,1028.8,163.75,331.25,3467.6,136.29
2019-02-20,120.05,354.75,1129.6,1396.9,700.35,2774.7,599.84,260.61,25.83,278.49,541.1,214.95,505.03,2052.85,,727.81,528.97,527.09,346.3,193.0,1733.5,345.2,1140.0,740.7,265.62,,274.05,257.95,1276.55,633.55,6849.9,,526.09,114.33,144.05,102.26,564.3,561.6,267.7,204.81,422.35,188.7,49.12,1914.75,812.4,1032.75,164.8,331.05,3573.35,139.58
2019-02-21,119.4,355.75,1152.2,1397.8,697.2,2813.95,616.91,265.47,25.82,279.3,545.5,213.7,517.26,2044.74,,744.84,526.7,528.97,356.85,194.4,1754.7,351.3,1111.65,733.45,264.85,,277.05,257.83,1284.1,634.2,6801.55,,531.1,113.71,146.95,102.26,570.04,561.9,268.0,205.69,429.7,190.65,49.88,1914.2,820.65,1042.5,169.7,331.0,3631.25,140.46
2019-02-22,128.05,354.3,1146.2,1397.8,702.05,2816.85,619.57,264.04,26.18,282.86,541.3,214.95,527.9,2059.54,,755.7,533.08,522.86,362.5,196.45,1768.55,352.05,1114.3,734.95,264.13,,285.85,247.58,1280.35,646.6,6912.4,,534.27,116.42,148.6,102.32,563.39,559.85,270.95,209.25,430.5,189.25,50.23,1925.65,826.0,1041.6,174.3,328.5,3625.7,142.03
2019-02-25,132.0,324.55,1187.45,1398.25,703.7,2847.55,633.35,265.77,26.97,285.92,548.3,214.35,533.38,2070.48,,775.57,541.12,531.35,354.6,196.5,1770.15,355.6,1117.55,754.9,266.44,,287.8,248.19,1275.85,650.7,6924.9,,541.58,116.96,147.75,102.35,563.37,561.0,270.15,214.22,436.1,191.1,50.51,1985.15,830.65,1043.0,175.75,326.85,3716.6,144.53
2019-02-26,132.1,323.5,1157.35,1402.0,710.15,2859.3,645.27,265.77,26.57,284.3,550.4,220.15,529.56,2062.0,,777.91,529.42,527.66,353.7,196.5,1772.25,348.2,1128.2,742.5,265.28,,284.5,247.23,1265.85,651.3,6904.3,,540.22,117.12,147.5,101.93,557.86,559.4,266.35,220.15,435.75,191.65,50.36,2038.7,833.3,1038.35,182.65,323.4,3788.55,145.37
2019-02-27,132.25,325.25,1149.3,1405.7,718.2,2914.7,641.98,264.2,26.88,288.54,551.9,221.45,529.38,2040.78,,779.3,530.17,523.06,350.05,195.95,1736.5,345.55,1112.3,735.25,264.9,,284.0,243.23,1284.7,656.15,6968.5,,535.68,115.62,148.0,102.07,559.34,563.3,267.65,220.0,442.7,192.7,50.71,2058.1,825.6,1016.25,177.35,330.15,3889.1,140.4
2019-02-28,128.85,325.85,1140.9,1405.2,709.55,2900.6,646.24,264.9,27.5,286.64,554.55,228.3,526.33,1986.91,,773.97,526.95,519.39,352.25,195.75,1732.65,350.15,1125.35,734.3,265.81,,281.1,242.62,1292.95,645.9,6829.7,,531.99,117.71,148.65,102.85,562.79,578.55,269.05,222.59,445.15,193.7,50.04,1983.45,830.15,1025.2,177.45,324.95,3826.5,138.34
2019-03-01,133.85,333.2,1151.85,1392.35,702.4,2863.5,644.06,266.08,28.33,277.27,551.55,232.65,529.2,1994.86,,788.61,526.3,520.84,362.95,196.15,1734.65,354.25,1122.15,741.9,267.88,,282.1,245.19,1308.55,649.7,6935.15,,522.59,119.17,149.1,103.05,560.51,607.9,272.95,226.03,447.35,197.3,50.76,1995.4,831.8,1021.35,180.3,336.5,3878.35,140.89
2019-03-05,141.8,339.25,1191.9,1403.85,732.05,2903.75,654.38,269.52,30.05,277.45,548.65,241.15,530.82,2150.54,,806.94,526.28,526.78,376.3,198.75,1724.6,363.25,1186.15,732.5,272.07,,291.2,248.09,1305.8,656.75,7117.75,,525.3,122.5,155.0,102.94,565.81,607.75,276.45,239.46,455.9,197.55,52.17,1988.1,810.0,1035.0,194.05,345.4,3962.2,136.35
2019-03-06,139.25,337.05,1192.75,1393.7,720.6,2927.6,660.91,276.67,30.7,278.85,547.55,242.75,538.73,2150.4,,816.85,521.62,526.06,390.05,202.75,1699.8,371.95,1228.7,732.5,275.15,,289.95,248.26,1317.0,658.9,7056.9,,516.04,124.12,154.8,103.78,578.22,607.95,278.1,241.73,460.55,197.95,52.08,1999.6,823.55,1055.95,188.8,339.5,3978.65,138.73
2019-03-07,136.9,340.9,1186.95,1395.45,733.75,2919.9,659.85,273.48,29.78,277.27,541.35,235.0,536.15,2152.15,,806.99,517.28,531.62,391.1,200.6,1705.4,370.8,1221.15,722.95,279.34,,289.7,247.44,1352.4,671.8,7029.05,,510.17,121.83,152.05,105.27,580.72,592.1,281.75,239.52,450.9,196.6,52.12,2013.3,808.25,1043.3,189.3,333.45,3912.8,134.43
2019-03-08,138.2,342.15,1171.9,1382.35,733.4,2955.7,661.7,276.83,29.07,278.22,539.95,234.9,523.01,2187.1,,803.85,504.52,532.05,391.7,195.55,1701.6,370.6,1243.0,712.35,281.17,,286.4,247.78,1339.4,670.15,6967.7,,504.76,126.83,150.4,105.19,579.28,587.15,281.2,237.82,454.95,193.2,50.78,2022.7,811.35,1053.2,181.2,335.0,3972.0,128.85
2019-03-11,139.05,351.3,1204.05,1419.8,734.5,3000.55,678.36,279.11,30.55,300.84,540.1,243.4,525.23,2297.25,,824.22,502.2,532.11,390.5,201.05,1714.95,375.85,1301.95,711.25,282.09,,292.65,249.91,1346.55,681.05,7081.9,,514.64,126.17,153.0,109.29,596.19,622.45,287.35,245.43,459.45,202.5,52.06,2014.8,807.15,1069.2,181.85,340.05,4049.15,129.88
2019-03-12,148.4,361.05,1157.25,1428.1,742.55,2996.1,686.09,275.3,30.4,317.06,538.75,242.95,533.37,2246.2,,827.51,506.67,542.75,371.55,203.4,1734.8,388.2,1269.7,706.95,283.58,,291.8,252.67,1388.9,687.9,7157.2,,521.45,126.04,151.85,110.45,608.65,622.9,286.9,247.96,470.3,204.9,52.51,2012.45,804.7,1086.45,184.8,359.8,4095.75,130.68
2019-03-13,147.35,367.15,1117.6,1428.3,738.0,3010.0,689.82,282.82,31.2,304.4,532.8,238.65,531.17,2277.73,,819.89,514.17,556.64,366.15,202.3,1747.6,391.9,1301.7,708.45,283.96,,286.25,252.25,1378.6,684.2,7091.05,,536.16,123.5,149.75,109.55,615.94,615.35,293.15,249.49,456.5,202.85,51.38,2000.5,789.95,1078.3,181.7,367.9,4025.65,128.95
2019-03-14,145.55,366.0,1131.95,1434.75,740.6,3016.85,693.21,280.81,31.07,308.59,532.75,243.2,529.58,2261.99,,829.6,503.38,556.19,366.6,200.75,1737.3,387.9,1299.8,708.35,284.54,,286.9,253.79,1379.75,685.9,7086.3,,536.97,128.04,151.05,105.53,613.31,614.9,291.9,242.96,466.15,206.2,51.76,1987.4,788.45,1086.35,179.55,376.4,3964.15,128.43
2019-03-15,141.85,367.1,1124.15,1432.55,735.1,3023.8,692.79,286.08,31.65,304.35,532.6,244.35,531.78,2261.24,,826.56,514.65,563.25,370.1,199.05,1698.4,395.3,1296.05,718.55,280.02,,288.45,265.03,1396.5,694.6,7084.0,,514.49,131.71,156.0,108.7,604.21,615.05,298.4,246.92,464.35,203.2,51.54,2039.95,799.3,1097.25,180.0,388.0,3916.1,131.73
2019-03-18,143.9,369.0,1119.65,1445.6,747.0,3005.15,696.4,292.95,31.45,298.0,534.5,244.2,533.89,2225.14,,815.31,506.62,565.36,367.45,199.3,1697.55,398.05,1320.75,710.2,282.66,,294.95,268.73,1378.9,684.2,6894.0,,522.83,132.29,154.65,110.84,617.2,610.8,298.95,241.24,464.9,200.25,52.52,2022.8,788.6,1099.8,182.25,375.35,3970.2,128.8
2019-03-19,142.0,365.75,1139.9,1453.9,760.9,2974.7,697.57,292.09,32.23,303.5,533.65,242.9,541.74,2175.91,,819.04,518.1,566.94,364.15,202.35,1699.65,398.4,1326.35,722.25,288.34,,288.5,269.55,1357.95,689.4,6825.2,,535.35,134.9,157.0,111.94,629.31,611.9,303.05,237.92,468.95,203.3,52.75,2022.8,794.65,1109.05,182.85,374.7,3978.0,128.73
2019-03-20,139.45,360.6,1166.0,1456.15,755.75,2949.65,695.35,286.86,31.17,301.02,533.25,237.0,550.33,2133.8,,814.41,518.97,574.75,363.95,207.15,1687.55,392.9,1423.7,738.95,287.82,,282.3,270.32,1370.9,678.6,6673.55,,526.51,129.25,151.85,111.04,628.81,612.85,303.8,235.16,474.75,198.1,51.36,2015.05,789.85,1102.35,180.2,369.75,3922.3,130.77
2019-03-22,138.25,360.75,1150.6,1471.25,757.05,2949.75,696.01,283.67,30.35,298.81,526.8,231.95,550.26,2144.69,,816.85,512.42,569.04,363.05,209.1,1678.05,391.8,1427.05,743.1,287.14,,285.75,267.25,1394.7,678.8,6552.7,,530.03,134.65,152.35,111.66,613.4,615.5,298.05,233.56,473.25,195.75,51.84,2005.65,788.75,1102.55,175.4,362.95,3929.75,130.27
2019-03-25,134.35,361.35,1147.05,1457.55,745.7,2957.95,691.72,284.98,30.6,294.71,526.85,237.2,556.19,2115.14,,812.17,508.83,570.33,359.25,205.45,1673.85,383.5,1384.45,735.25,284.11,,278.8,261.73,1376.75,664.6,6522.6,,526.41,135.35,158.65,113.63,605.49,611.05,294.0,233.79,464.65,196.65,51.51,1984.25,789.6,1100.1,171.3,360.4,3871.05,128.25
2019-03-26,138.3,368.6,1151.9,1485.05,757.1,2952.8,698.78,293.43,30.8,295.43,529.3,236.45,556.47,2138.2,,833.39,517.3,577.84,369.55,208.5,1683.8,394.1,1423.15,727.75,282.52,,281.35,268.59,1372.8,669.6,6585.7,,534.59,140.8,160.05,114.1,625.06,609.6,303.5,234.64,469.8,196.05,51.94,1982.65,770.75,1115.75,173.1,374.8,3925.6,127.5
2019-03-27,137.5,366.3,1153.75,1472.05,759.3,2980.1,698.03,294.52,30.7,290.66,525.5,234.45,553.01,2097.42,,825.32,521.58,574.86,371.7,207.65,1680.8,393.2,1401.3,729.7,282.23,,287.5,266.57,1366.45,660.05,6518.0,,544.6,137.0,160.1,112.61,616.83,618.7,308.8,242.75,464.85,196.6,51.58,1967.9,764.95,1116.5,169.85,375.5,3901.95,127.28
2019-03-28,137.8,381.3,1182.95,1497.0,780.7,2948.8,695.26,299.58,30.82,297.37,525.6,236.1,543.44,2089.9,,826.86,541.45,575.7,371.55,202.35,1683.9,400.55,1438.5,737.8,288.87,,288.25,268.15,1386.7,655.95,6596.25,,553.66,135.75,155.9,111.52,621.75,616.2,319.0,249.09,475.45,198.95,50.63,2000.3,771.7,1134.25,170.55,367.5,3908.95,127.38
2019-04-01,151.45,383.05,1269.5,1492.75,765.6,2915.65,715.88,300.14,31.97,307.15,525.65,236.4,558.96,2004.84,,853.95,555.38,577.95,383.85,215.9,1690.0,398.25,1416.8,755.1,286.23,,292.3,267.88,1412.2,660.9,6840.7,,545.76,135.1,157.25,110.0,636.31,598.2,322.75,240.87,478.85,208.1,53.51,2031.65,785.5,1120.35,187.35,357.65,4053.5,130.82
2019-04-02,151.65,379.7,1255.3,1519.3,767.4,2853.1,727.96,305.52,33.62,321.25,522.65,236.4,559.75,2058.35,,842.3,551.3,573.71,380.25,216.95,1687.15,397.15,1382.95,759.4,286.85,,287.1,267.89,1409.75,668.6,6889.7,,539.34,135.15,157.5,112.39,635.32,601.15,329.0,233.49,469.7,211.9,53.06,2079.3,792.45,1111.9,202.95,363.9,4026.0,130.82
2019-04-03,147.55,382.0,1259.75,1497.6,761.5,2847.3,740.16,304.6,32.42,315.44,520.45,234.1,553.04,2020.27,,828.41,560.3,573.19,384.65,215.95,1670.8,392.1,1365.25,753.3,285.17,,289.9,266.84,1378.05,658.45,7072.9,,550.19,134.8,155.45,113.03,628.7,601.95,320.5,233.54,462.0,208.35,53.54,2079.3,777.7,1100.5,201.35,357.4,4001.6,130.82
2019-04-04,147.5,378.25,1256.25,1519.0,762.15,2859.1,731.85,303.95,32.45,321.57,521.0,234.8,554.27,2048.96,,831.59,549.03,570.99,378.3,210.45,1666.55,388.75,1431.95,747.9,283.87,,287.8,264.58,1368.7,653.35,7113.1,,548.09,135.65,155.25,112.13,618.57,594.7,321.8,235.4,465.6,211.35,53.06,2014.5,774.5,1106.1,206.15,348.55,4079.95,129.52
2019-04-05,146.9,387.15,1245.0,1514.45,762.2,2861.65,739.78,311.42,32.27,321.43,532.1,234.7,550.87,2098.03,,845.59,546.4,576.4,386.2,215.4,1659.1,390.55,1419.3,759.3,283.63,,294.25,267.19,1373.8,658.2,7107.7,,549.04,134.8,156.55,110.42,618.96,612.1,317.05,238.46,463.15,211.3,54.93,2048.3,777.25,1106.4,205.15,352.8,4190.4,131.05
2019-04-08,141.95,379.9,1237.1,1496.35,754.6,2853.35,734.72,302.41,31.67,319.9,525.4,232.95,552.74,2061.26,,837.12,548.17,572.35,385.4,214.45,1664.9,387.1,1413.15,767.25,281.89,,290.4,268.65,1373.65,667.0,7129.45,,542.53,135.55,158.1,111.57,607.69,619.8,312.8,241.98,462.45,211.7,54.9,2070.75,787.15,1104.4,200.55,343.8,4166.85,131.85
2019-04-09,146.0,380.7,1259.55,1444.85,763.4,2924.8,737.92,300.87,31.93,316.88,532.0,238.4,550.66,2094.71,,842.65,559.08,571.81,381.75,217.15,1680.5,397.15,1391.05,760.6,285.31,,291.55,268.29,1375.2,667.85,7216.55,,539.5,135.9,157.55,111.57,610.07,618.2,314.75,238.32,470.95,210.25,55.31,2091.5,789.5,1098.55,205.9,346.25,4163.2,136.9
2019-04-10,142.85,383.45,1246.25,1409.85,760.85,2942.9,742.33,299.83,31.85,306.43,546.45,240.05,553.0,2097.38,,843.94,549.35,559.34,377.05,211.7,1694.15,394.2,1394.0,752.7,283.77,,288.55,269.98,1371.55,670.25,7186.35,,540.6,134.6,158.0,111.74,608.67,621.35,310.9,233.24,471.95,208.8,54.44,2040.25,790.25,1100.2,216.05,347.2,4131.05,140.5
2019-04-11,141.0,379.45,1240.4,1423.15,752.3,2993.7,756.28,304.79,31.1,312.15,544.85,240.95,562.35,2099.81,,845.39,544.42,564.38,394.1,211.3,1710.4,390.05,1404.1,742.7,285.41,,287.0,268.64,1378.0,672.75,7187.85,,538.21,135.95,158.6,110.22,615.71,624.95,314.9,235.74,465.55,214.6,53.57,2019.5,780.95,1105.05,218.2,353.4,4140.15,140.65
2019-04-12,141.4,385.65,1264.3,1438.65,764.35,3008.15,753.68,300.88,31.32,308.18,554.85,240.8,561.41,2136.11,,850.07,541.72,566.31,405.35,209.75,1721.65,394.6,1432.65,747.75,294.41,,286.85,268.69,1360.9,678.2,7342.85,,548.69,135.95,157.6,110.84,614.02,625.2,315.25,238.73,465.05,215.15,53.37,2014.5,785.35,1097.0,215.95,353.35,4166.5,141.7
2019-04-15,142.95,387.05,1271.4,1431.55,762.85,3035.05,750.91,302.23,31.67,313.37,566.3,250.0,558.56,2133.2,,862.57,551.62,572.2,405.45,212.75,1722.05,392.75,1477.35,727.5,294.17,,292.15,274.77,1356.9,683.2,7352.5,,548.51,136.75,156.45,111.4,612.67,623.35,315.6,237.93,458.65,216.65,55.31,2113.3,797.2,1090.15,231.75,352.15,4225.3,143.85
2019-04-16,143.05,395.65,1275.2,1459.0,771.1,3068.45,757.9,303.25,31.38,314.31,559.35,251.6,565.02,2127.05,,880.05,553.53,576.26,408.55,214.95,1738.55,407.0,1581.9,724.1,295.81,,291.2,277.28,1381.4,688.1,7458.55,,557.79,137.55,160.45,110.73,614.32,617.7,315.75,239.61,462.55,215.7,55.33,2131.8,798.1,1120.05,230.5,356.95,4255.05,140.45
2019-04-18,138.6,390.55,1271.6,1469.6,771.2,3069.5,757.11,301.45,30.83,312.69,561.55,251.45,559.82,2102.39,,863.82,551.33,573.41,406.35,207.2,1739.9,404.4,1554.4,717.05,293.11,,299.15,273.93,1360.7,684.65,7447.45,,547.72,135.35,160.6,109.29,633.61,614.9,310.8,236.89,463.2,208.85,54.31,2150.05,800.35,1125.4,236.25,359.75,4259.95,142.4
2019-04-22,135.15,391.05,1232.05,1443.35,755.5,3051.2,747.28,299.12,29.8,314.9,561.1,252.05,559.14,2040.08,,860.48,550.55,567.17,397.25,200.4,1739.85,394.5,1488.85,721.05,290.61,,291.25,271.34,1360.15,673.4,7321.25,,543.99,136.0,157.9,109.58,615.05,616.3,310.05,227.7,454.5,209.35,53.42,2161.45,805.35,1123.7,234.85,360.3,4204.85,144.12
2019-04-23,132.5,390.9,1242.9,1431.0,753.25,3039.15,749.51,303.51,29.47,310.67,561.7,255.5,564.43,2031.49,,866.01,551.0,561.33,397.8,200.35,1744.2,396.5,1468.75,728.2,292.15,,288.3,271.07,1348.2,665.75,7048.9,,545.51,133.65,163.75,108.56,623.51,600.2,305.25,227.21,468.55,209.6,52.33,2155.05,804.95,1129.55,231.65,355.45,4198.25,145.55
2019-04-24,136.15,391.75,1228.8,1450.05,752.85,3075.8,763.79,309.3,29.47,318.52,558.55,254.0,571.88,2053.16,,877.06,569.47,569.94,400.0,200.7,1752.6,401.1,1472.6,736.45,295.09,,292.35,273.35,1360.65,668.15,7016.7,,541.67,133.95,168.65,107.97,635.23,610.3,310.75,229.75,469.35,208.9,52.53,2183.45,818.75,1149.15,223.6,355.1,4394.65,146.52
2019-04-25,134.75,389.25,1246.25,1447.95,740.9,3088.05,766.95,308.1,29.02,322.45,555.6,251.65,584.98,2034.02,,921.14,566.85,565.86,399.1,196.55,1734.2,395.4,1483.65,728.55,292.87,,286.6,272.08,1355.15,665.15,6905.25,,542.32,132.9,168.85,107.75,627.42,614.35,306.2,224.71,461.0,211.2,51.08,2195.0,816.5,1141.3,221.85,357.5,4619.0,147.6
2019-04-26,131.4,391.75,1239.2,1448.75,759.9,3044.65,772.12,309.68,29.38,319.45,567.95,250.5,578.45,2033.06,,909.83,569.88,570.24,399.65,201.15,1747.35,407.2,1481.8,738.0,293.26,,294.0,275.85,1358.2,659.45,6842.85,,548.56,134.1,168.4,107.33,636.74,637.25,312.5,221.28,464.1,213.2,54.53,2238.55,823.25,1137.5,215.6,355.15,4609.95,147.4
2019-04-30,127.05,392.8,1216.5,1463.15,766.85,2984.1,752.04,309.6,29.05,314.4,565.0,252.15,586.75,2036.83,,897.63,591.67,579.36,404.55,206.05,1757.7,407.5,1517.0,751.35,290.17,,308.35,277.31,1348.55,645.3,6666.4,,545.27,134.05,169.2,104.85,636.74,639.85,309.95,216.49,457.65,209.2,55.72,2260.35,836.1,1158.55,214.3,355.7,4616.8,149.27
2019-05-02,126.65,395.3,1194.55,1436.6,752.35,3030.55,757.89,313.17,29.42,318.23,565.6,252.35,583.98,2056.51,,895.74,580.03,588.95,417.2,204.7,1723.55,395.55,1540.45,730.8,293.69,,306.65,281.27,1358.75,645.9,6683.25,,529.48,133.1,168.9,106.99,642.34,650.5,308.15,212.95,452.2,206.3,55.49,2215.4,837.0,1138.15,207.3,365.9,4616.3,146.82
2019-05-03,128.3,387.25,1199.3,1438.55,757.3,3059.75,762.42,311.18,29.48,325.34,564.5,252.1,581.49,2035.23,,895.09,571.53,591.99,414.25,205.1,1693.55,401.8,1577.7,723.6,292.97,,308.85,283.56,1363.6,645.8,6710.0,,524.28,135.45,170.25,107.35,644.08,664.15,310.0,210.39,453.25,204.0,54.78,2132.0,817.4,1145.05,209.45,384.25,4566.0,145.45
2019-05-06,125.6,379.8,1190.3,1412.8,747.45,3026.2,766.79,303.43,29.42,327.3,563.35,251.35,584.12,2034.99,,893.0,568.03,582.11,411.1,198.9,1668.9,401.3,1561.2,718.4,295.61,,296.7,282.08,1352.7,638.5,6709.65,,518.2,135.0,170.15,107.13,633.13,660.0,308.75,206.34,453.15,202.65,53.6,2157.85,820.15,1082.85,199.8,375.7,4518.55,145.43
2019-05-07,122.35,371.9,1164.95,1387.8,741.85,3033.05,756.2,301.7,28.9,318.96,557.95,248.8,588.49,2035.32,,868.9,565.88,580.59,409.25,200.45,1697.5,386.5,1576.75,724.55,290.7,,288.1,281.63,1366.6,636.0,6702.0,,523.85,134.1,171.7,107.75,614.2,662.1,305.45,199.35,448.2,199.75,53.06,2151.95,814.65,1086.5,190.95,370.2,4531.25,146.93
2019-05-08,120.9,369.8,1170.3,1385.7,735.5,2957.75,734.58,292.13,28.97,318.52,558.0,249.1,580.1,2033.66,,867.5,566.3,576.81,410.25,200.0,1688.7,382.2,1574.45,719.35,289.5,,289.25,280.44,1360.35,621.65,6650.15,,514.92,130.8,168.9,106.88,594.06,650.55,298.25,200.18,439.15,199.45,52.26,2152.85,802.3,1088.7,185.1,380.6,4507.65,145.43
2019-05-09,120.1,363.9,1169.6,1354.2,731.0,2982.9,746.73,297.14,29.98,309.64,557.75,242.3,580.12,2036.09,,865.56,568.3,572.72,409.55,198.15,1703.75,381.4,1536.8,721.05,288.73,,285.45,277.1,1356.45,625.45,6624.95,,518.11,127.7,169.4,105.69,574.41,652.25,299.3,201.31,439.35,198.6,51.92,2172.55,809.65,1104.45,186.35,369.65,4478.4,145.52
2019-05-10,120.0,372.55,1186.55,1341.05,735.05,2966.2,738.37,292.29,29.9,318.13,555.55,241.25,575.28,2035.4,,854.2,543.33,574.12,410.05,195.8,1687.45,385.1,1536.3,716.85,286.71,,287.35,279.63,1355.5,628.75,6631.6,,511.56,127.0,166.3,104.37,571.98,642.05,308.05,198.56,437.75,198.5,48.68,2135.8,808.4,1132.1,185.9,370.35,4434.25,145.18
2019-05-13,117.6,364.75,1172.3,1332.5,732.1,2972.75,734.73,293.18,28.97,312.78,546.7,242.1,560.55,1875.18,,834.63,541.83,571.8,402.65,192.2,1702.0,376.3,1556.65,719.7,278.57,,276.9,277.87,1317.65,617.6,6543.75,,515.0,123.55,164.1,102.74,563.25,620.0,306.9,192.44,398.1,199.85,47.23,2128.75,817.3,1144.7,180.75,360.95,4338.45,144.55
2019-05-14,123.35,370.55,1142.5,1320.25,731.35,2937.2,736.57,288.18,29.7,330.4,556.0,241.8,561.52,1923.09,,842.2,533.92,571.97,391.05,192.95,1698.5,380.4,1564.25,713.85,283.43,,281.0,276.59,1341.8,614.25,6576.2,,509.93,125.6,164.15,102.18,576.24,615.6,314.65,198.47,419.45,200.25,46.96,2092.35,790.05,1154.75,184.5,373.9,4424.3,142.3
2019-05-15,117.4,360.15,1156.45,1305.95,721.95,2914.45,745.47,300.27,29.67,325.15,555.7,235.1,562.71,1999.78,,811.57,533.72,571.67,388.3,190.65,1671.05,377.05,1610.35,716.1,286.03,,268.5,279.16,1325.8,609.65,6493.75,,513.43,123.95,162.75,100.41,574.61,628.85,312.1,198.77,409.75,199.25,46.29,2095.4,790.3,1163.0,169.45,360.5,4342.35,141.5
2019-05-16,118.8,371.5,1136.45,1304.4,731.85,2942.65,761.74,311.01,29.75,319.21,550.2,232.15,560.2,2030.53,,816.85,536.12,577.66,379.9,194.6,1688.2,382.5,1464.9,733.1,283.82,,275.95,282.63,1337.15,605.25,6479.65,,514.03,125.75,165.95,102.29,578.48,630.95,315.75,195.34,412.4,220.8,46.92,2108.75,789.35,1186.45,175.4,367.65,4512.8,142.68
2019-05-17,119.3,367.1,1141.2,1320.0,748.95,3040.05,799.29,330.11,30.65,322.4,544.15,236.15,549.0,2093.7,,825.67,531.35,590.53,382.55,191.7,1736.8,389.7,1473.75,723.9,290.22,,276.4,292.0,1361.9,619.65,6706.85,,523.28,125.5,167.35,102.46,579.41,629.75,319.25,201.26,409.1,235.4,46.94,2095.45,784.85,1190.5,176.85,366.55,4492.8,143.2
2019-05-20,151.95,400.1,1198.3,1373.95,782.4,3006.3,823.5,340.76,33.1,333.83,565.45,237.7,517.88,2129.72,,886.77,536.78,608.09,397.05,198.75,1772.5,407.7,1454.95,722.4,295.61,,285.5,300.51,1451.45,653.25,7084.6,,538.41,129.25,176.0,105.78,606.16,645.7,344.7,213.86,413.5,235.85,48.38,2143.95,779.35,1231.65,190.15,368.85,4774.2,145.12
2019-05-21,154.65,387.6,1172.7,1357.75,772.95,2979.3,818.54,343.33,32.32,324.56,559.35,237.2,533.4,2090.18,,862.17,528.05,600.92,403.2,196.0,1785.25,400.15,1477.05,709.3,294.56,,279.4,297.58,1449.1,639.15,6875.35,,530.46,128.6,174.75,103.47,612.51,659.7,337.55,211.64,408.85,232.5,47.26,2109.75,773.05,1244.4,176.8,373.15,4639.75,143.45
2019-05-22,157.95,385.95,1162.95,1368.45,779.15,3047.2,822.16,344.89,33.7,328.97,553.0,241.25,531.55,2122.47,,853.95,530.5,601.44,398.1,198.0,1768.3,405.35,1509.1,709.75,288.63,,276.95,299.05,1461.1,640.55,6899.8,,535.03,129.6,177.0,102.43,612.79,659.65,341.1,207.5,421.2,234.05,47.3,2081.75,749.95,1241.1,179.1,382.45,4647.35,141.55
2019-05-23,161.05,407.55,1150.1,1367.75,776.4,3065.0,801.33,337.77,34.22,332.56,564.75,244.15,527.46,2032.11,,883.04,533.2,583.03,406.3,191.75,1753.85,410.85,1543.9,701.05,277.51,,275.95,299.95,1476.1,639.5,6929.25,,539.85,129.85,174.15,103.87,609.81,671.4,342.2,207.32,412.95,230.3,46.47,2054.05,743.3,1220.25,175.15,376.55,4683.95,141.1
2019-05-24,156.4,410.25,1170.5,1384.5,793.2,3077.9,815.17,346.79,37.27,346.69,570.6,244.9,532.78,2085.06,,906.45,532.97,593.34,407.95,195.8,1749.6,431.75,1621.75,709.2,279.68,,288.0,302.34,1544.15,665.45,7093.15,,533.0,129.15,174.4,104.43,611.16,686.0,355.35,215.84,415.75,234.9,48.42,2048.0,735.85,1219.9,182.3,375.75,4800.1,141.45
2019-05-27,157.2,412.4,1198.8,1366.85,813.9,3066.9,821.3,344.9,37.67,343.06,578.7,244.1,531.6,2088.74,,931.6,532.1,602.09,422.6,200.6,1771.95,435.5,1662.15,708.1,280.06,,287.75,305.88,1596.0,679.35,7068.45,,551.81,133.2,173.65,105.38,599.19,698.9,361.7,221.81,414.85,233.4,51.26,2055.15,726.05,1240.95,181.35,374.15,4841.05,140.25
