date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,CIPLA,COALINDIA,DRREDDY,EICHERMOT,ETERNAL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDALCO,HINDUNILVR,ICICIBANK,INDIGO,INFY,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,MAXHEALTH,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TMPV,TRENT,ULTRACEMCO,WIPRO
2016-07-04,46.86,213.25,1343.5,1000.4,543.85,2652.8,235.18,82.04,38.62,336.48,510.2,317.95,687.0,1949.22,,706.69,374.17,293.2,,125.95,893.05,225.59,,591.97,235.82,,147.36,148.79,1045.4,732.7,4173.8,,326.4,129.96,154.7,93.04,225.54,,223.0,241.74,770.8,134.1,31.56,1247.1,519.1,405.25,,179.18,3409.15,105.32
2016-07-05,46.1,214.55,1345.3,985.1,539.7,2612.15,231.46,81.7,38.63,329.77,507.0,321.95,690.11,1943.14,,700.2,369.2,291.4,,123.65,890.2,222.82,,587.72,234.52,,148.12,148.08,1050.73,729.85,4173.35,,326.64,127.17,153.83,90.7,227.01,,223.5,239.86,774.5,133.9,31.79,1242.65,515.25,401.9,,177.84,3375.15,105.93
2016-07-07,45.58,210.05,1357.25,987.7,542.25,2610.55,232.38,80.96,38.48,327.47,514.3,315.55,704.96,1959.31,,702.14,358.55,296.41,,127.7,918.3,222.59,,578.62,237.84,,146.32,149.18,1036.33,728.4,4141.1,,325.57,127.42,151.07,91.88,225.82,,220.05,236.38,778.2,134.45,30.27,1214.9,504.55,402.85,,176.99,3382.4,104.93
2016-07-08,44.65,207.05,1370.2,1010.7,546.45,2604.6,230.6,82.08,38.13,319.99,520.3,311.7,712.25,1945.16,,700.67,360.92,293.71,,126.85,920.7,219.95,1013.9,579.1,236.73,,147.7,148.69,1021.77,726.72,4161.8,,320.61,128.17,148.87,92.5,223.65,,218.3,235.95,777.5,132.6,30.33,1213.3,502.95,401.45,466.3,177.46,3400.05,105.31
2016-07-11,45.61,217.45,1361.95,1026.8,544.4,2649.05,235.91,85.68,38.12,324.32,522.0,320.9,725.29,1954.6,,704.26,358.4,299.94,,129.05,929.4,227.14,1008.7,587.53,239.91,,150.88,152.11,1039.87,735.97,4272.05,,324.36,131.38,150.0,93.71,226.87,,224.7,249.37,789.0,133.1,31.15,1232.07,508.4,402.65,484.6,177.36,3454.55,106.66
2016-07-12,45.74,218.0,1378.7,1020.45,561.0,2651.8,242.91,86.27,38.24,327.43,515.7,317.05,719.27,1967.71,,715.9,360.67,300.54,,135.25,925.3,237.91,1012.55,588.28,239.19,,154.13,152.73,1045.33,737.58,4370.4,,321.36,131.92,151.93,93.71,229.36,,226.7,253.54,783.05,132.9,32.61,1232.47,507.2,406.05,484.3,177.54,3487.3,107.03
2016-07-13,44.87,217.3,1390.95,1009.5,556.85,2657.1,236.18,85.75,37.77,327.79,514.6,324.05,723.12,1953.66,,714.19,360.0,299.44,,135.8,927.45,237.41,998.85,596.9,237.94,,155.7,155.0,1034.27,732.22,4321.4,,329.06,131.38,156.1,91.04,230.58,,227.7,250.65,778.55,132.15,34.08,1246.55,506.55,404.8,481.1,176.95,3434.65,107.62
2016-07-14,44.65,216.9,1370.8,1017.6,560.25,2665.1,239.73,86.7,38.76,330.72,511.95,324.65,716.64,1951.71,,734.6,364.12,300.09,,135.8,932.95,244.18,991.7,588.12,239.48,,157.51,156.04,1042.97,723.62,4428.3,,328.35,132.25,153.7,92.84,229.7,,232.0,248.15,768.55,132.6,34.23,1260.95,518.15,414.9,486.1,176.54,3500.6,106.99
2016-07-15,44.08,220.5,1379.45,1025.9,565.05,2695.6,243.02,87.0,37.96,341.49,516.4,318.85,717.6,1978.1,,743.99,358.75,305.92,,137.4,941.5,241.59,970.3,536.28,239.62,,163.6,154.43,1057.23,732.4,4472.05,,331.65,130.21,153.5,92.39,231.37,,231.5,247.78,770.4,132.6,35.53,1222.68,504.05,417.75,494.0,175.05,3531.35,103.97
2016-07-18,44.19,217.95,1361.7,1028.5,571.0,2755.35,246.05,88.01,37.67,326.84,506.95,321.65,713.55,1995.42,,740.28,361.25,306.86,,137.25,921.95,239.45,950.3,540.97,239.67,,160.6,155.36,1049.6,734.35,4454.75,,330.93,129.67,145.73,91.8,230.01,,228.75,239.49,776.7,129.95,34.84,1216.72,506.6,413.8,492.65,175.13,3498.45,103.49
2016-07-19,43.73,220.6,1341.4,1030.7,565.45,2758.85,249.84,86.43,37.62,328.33,505.8,318.95,717.18,1970.99,,734.49,365.08,304.59,,138.0,895.15,244.68,947.1,543.47,239.81,,162.82,155.56,1048.53,728.3,4485.7,,332.14,130.17,147.33,93.6,232.65,,229.6,234.31,782.4,130.05,35.28,1233.1,507.6,413.25,499.25,176.66,3507.75,102.98
2016-07-20,45.2,221.4,1333.45,1028.55,558.25,2779.35,255.42,86.4,37.87,327.52,517.85,329.25,735.33,1984.98,,747.07,365.0,308.05,,135.9,906.9,243.18,951.4,541.55,240.97,,161.95,156.44,1047.23,730.7,4469.15,,333.71,131.12,149.27,94.7,233.84,,231.15,232.38,797.25,133.85,35.1,1247.47,505.35,412.1,493.9,175.17,3559.85,101.03
2016-07-21,44.19,223.2,1333.0,1042.7,538.05,2770.6,260.87,87.08,37.5,331.53,515.85,333.35,723.4,1975.5,,756.27,361.77,307.15,,133.9,910.05,238.09,946.55,539.95,241.31,,161.23,152.13,1038.37,717.42,4413.7,,343.39,129.08,148.4,91.41,230.03,,225.65,227.34,794.2,131.8,34.52,1253.03,505.3,409.2,491.05,175.59,3638.5,101.63
2016-07-22,44.46,225.35,1334.2,1047.05,537.7,2720.6,259.98,88.38,37.46,331.08,520.4,331.45,719.97,1981.25,,754.7,364.6,307.7,,136.0,903.2,239.5,953.95,536.22,240.58,,161.3,152.01,1049.33,720.28,4414.7,,353.92,130.5,148.3,93.57,231.98,,223.5,229.55,786.6,131.5,34.82,1257.55,504.9,409.7,507.2,178.8,3639.7,100.83
2016-07-25,44.06,226.15,1352.95,1070.65,538.1,2700.85,259.99,89.84,37.69,335.22,524.6,333.75,696.47,1997.2,,750.07,370.2,311.74,,135.2,906.95,244.23,956.5,540.42,242.41,,162.85,152.88,1057.27,731.83,4550.55,,356.33,131.25,151.2,95.03,233.78,,229.9,233.6,804.0,133.45,34.65,1279.47,508.4,412.75,509.0,176.84,3670.0,101.78
2016-07-26,45.17,224.4,1355.0,1060.75,553.8,2673.95,271.51,98.48,37.16,333.33,523.55,327.45,663.93,2011.22,,749.37,372.62,309.7,,131.65,902.7,237.86,942.5,544.35,242.41,,165.93,150.34,1061.8,724.47,4471.3,,358.21,131.75,149.57,96.41,234.08,,226.7,236.36,798.4,131.15,35.04,1276.3,502.5,414.0,503.25,176.4,3628.3,102.39
2016-07-27,45.15,228.7,1357.1,1061.8,548.85,2670.15,261.42,97.93,36.94,335.76,523.15,325.55,596.04,2033.97,,751.47,376.75,309.24,,133.8,903.85,246.0,948.5,542.67,238.23,,173.93,150.8,1068.1,726.9,4558.15,,353.82,132.54,148.83,97.0,231.58,,229.25,245.31,807.9,137.45,34.59,1288.78,504.25,411.7,510.1,177.82,3650.75,102.97
2016-07-28,44.85,225.25,1347.95,1128.0,543.85,2660.5,266.51,103.17,37.0,335.18,520.65,329.95,591.95,2109.98,,746.46,375.4,312.11,,134.25,909.4,247.27,948.9,538.75,244.87,,168.43,150.07,1051.5,726.25,4763.5,,361.86,132.17,147.57,99.11,234.61,,231.0,240.25,825.45,140.15,33.33,1309.62,485.55,426.6,506.85,179.89,3678.75,103.84
2016-07-29,43.95,232.4,1361.9,1114.15,546.15,2700.8,272.39,103.73,37.45,326.3,527.4,328.0,587.07,2246.08,,755.24,376.48,311.55,,133.55,922.55,239.0,987.8,536.92,243.09,,167.52,152.7,1039.23,733.38,4757.6,,359.42,131.96,146.73,99.0,231.99,,229.4,249.47,829.95,142.15,33.83,1309.65,487.95,421.4,503.2,183.11,3718.2,102.2
2016-08-01,42.37,228.55,1373.6,1120.9,550.55,2736.15,282.88,112.26,37.6,328.06,524.05,326.45,596.1,2232.52,,769.68,390.23,310.58,,136.6,925.0,226.82,971.65,542.62,241.31,,168.96,150.63,995.8,735.08,4866.25,,347.6,132.83,145.87,99.68,230.75,,227.3,253.05,835.65,141.0,34.76,1354.12,490.15,422.3,508.25,185.74,3755.7,104.57
2016-08-02,42.39,224.65,1361.5,1123.35,549.65,2747.65,272.61,109.44,37.56,322.47,517.9,323.05,595.47,2184.65,,770.22,400.38,310.83,,135.5,927.4,223.0,866.05,541.9,251.13,,167.49,152.02,1002.23,728.97,4986.05,,341.67,132.79,147.4,100.63,231.51,,228.05,250.16,828.9,138.4,34.47,1349.6,499.2,423.45,493.3,185.04,3676.7,103.05
2016-08-03,40.95,222.85,1340.2,1143.4,549.35,2714.85,264.55,100.06,37.47,323.42,529.45,326.15,587.83,2136.84,,766.64,413.08,310.11,,135.7,913.8,220.09,862.85,542.45,243.33,,168.6,151.24,985.73,723.25,4873.85,,338.83,131.25,145.83,98.94,227.2,,226.65,241.57,839.6,135.75,34.11,1328.15,496.9,414.75,478.4,185.06,3667.7,102.74
2016-08-04,41.71,227.9,1358.5,1127.3,547.5,2744.0,266.86,99.7,37.3,330.09,526.95,323.5,592.49,2140.4,,770.82,411.92,310.25,,137.1,918.05,218.5,827.45,535.9,242.75,,170.99,151.28,979.43,717.85,4889.65,,340.26,132.54,146.57,100.24,226.98,,225.65,246.18,848.55,138.3,35.61,1326.0,499.95,408.2,500.0,185.08,3656.55,102.79
2016-08-05,42.09,234.0,1362.45,1143.35,567.25,2862.1,266.97,100.95,38.16,328.06,533.25,329.4,601.74,2222.31,,812.48,410.88,312.31,,143.7,925.5,223.59,821.55,534.0,243.18,,173.77,154.87,1008.13,742.0,4941.65,,341.9,134.54,150.63,99.28,232.3,,232.75,253.21,841.9,139.1,36.37,1324.55,495.05,416.45,516.4,185.12,3806.9,102.6
2016-08-08,42.88,240.65,1405.35,1148.35,571.15,2871.45,264.2,100.34,37.65,316.84,535.4,331.95,607.24,2243.17,,815.66,409.55,312.4,,149.15,929.5,222.95,827.5,539.35,240.68,,172.81,154.3,1004.77,748.92,4991.75,,342.74,133.21,150.73,100.41,235.27,,233.25,251.25,832.8,142.9,36.16,1324.75,503.65,419.7,514.8,187.23,3780.25,102.94
2016-08-09,42.28,239.75,1402.35,1146.5,574.1,2866.8,260.48,101.8,37.63,314.94,532.95,337.15,607.66,2208.24,,800.27,408.42,311.8,,146.6,934.25,223.05,812.9,541.7,238.47,,171.01,152.95,1000.63,740.38,4960.85,,344.61,133.21,152.67,99.06,235.6,,235.15,251.12,829.35,143.25,35.76,1325.1,502.5,420.1,513.8,185.24,3801.95,103.38
2016-08-10,43.54,258.45,1380.45,1129.95,567.9,2856.0,269.55,99.98,37.33,312.24,521.25,337.95,599.93,2173.97,,747.37,409.08,306.73,,145.8,924.95,217.59,800.6,541.17,237.36,,170.93,152.25,988.8,724.58,4861.6,,342.23,131.58,152.7,98.1,229.42,,231.5,248.82,817.65,137.75,35.28,1337.7,497.2,403.95,503.45,185.05,3728.95,101.75
2016-08-11,41.36,253.5,1382.65,1145.1,569.75,2846.35,276.05,100.07,36.7,312.15,523.95,337.8,602.17,2226.83,,700.47,412.27,307.06,,142.25,935.65,220.64,793.5,538.67,242.32,,171.07,152.93,983.13,710.8,4878.65,,342.45,132.96,154.27,97.9,231.81,,227.15,249.2,808.25,137.3,35.09,1354.95,500.1,400.35,503.25,188.38,3706.65,101.81
2016-08-12,40.87,258.25,1415.7,1137.5,591.0,2868.7,277.08,101.54,37.23,313.46,515.95,337.95,602.23,2232.16,,703.86,407.1,307.17,,146.35,935.0,223.59,800.8,531.28,244.68,,172.8,152.58,994.6,725.42,4898.6,,344.74,133.79,155.73,100.15,236.77,,243.3,252.55,800.55,136.95,35.7,1369.22,493.35,401.95,516.8,189.77,3722.1,101.95
2016-08-16,40.27,273.55,1412.2,1129.65,583.3,2883.05,275.02,102.04,37.45,308.64,554.15,337.8,601.37,2246.17,,691.99,396.17,306.83,,154.65,926.2,225.95,826.4,525.9,245.64,,174.8,154.56,1004.23,721.83,4864.2,,337.46,134.46,156.8,99.84,234.27,,246.75,247.85,782.7,138.05,36.12,1345.85,482.95,404.55,507.6,189.88,3739.45,100.59
2016-08-17,40.54,267.65,1412.55,1113.55,589.5,2939.65,271.68,102.09,37.59,311.52,549.85,347.8,600.93,2234.8,,697.47,392.27,308.73,,155.95,913.2,225.09,858.2,516.65,244.29,,177.35,153.13,1001.67,725.25,4889.85,,334.72,134.62,158.53,98.24,231.62,,246.25,248.94,785.0,137.65,37.33,1312.28,474.65,404.65,510.4,192.01,3699.3,98.96
2016-08-18,40.73,275.45,1399.75,1107.35,593.15,2946.1,271.17,101.35,37.15,318.28,552.65,339.05,605.44,2217.48,,713.96,392.9,313.12,,154.35,906.9,229.91,880.35,511.7,242.8,,178.38,156.88,988.07,730.12,4915.85,,334.85,139.0,160.9,102.38,232.71,,248.4,250.11,788.8,138.85,36.89,1319.28,469.5,398.15,512.05,192.01,3874.35,98.46
2016-08-19,41.93,273.05,1392.85,1113.5,588.55,2933.2,269.89,101.83,37.26,316.7,556.8,334.15,602.03,2177.73,,714.83,390.92,311.77,,158.95,910.65,230.82,880.7,510.65,241.64,,178.81,155.75,996.23,729.47,4900.1,,336.37,138.96,161.07,101.78,231.99,,258.5,247.63,783.8,141.25,37.36,1301.75,473.2,402.0,510.0,191.74,3926.8,97.52
2016-08-22,40.87,270.55,1373.8,1113.9,580.25,2924.9,271.8,101.66,37.04,315.62,557.6,334.9,602.6,2179.5,,694.71,386.12,312.58,,156.05,930.05,229.32,901.9,507.73,244.68,,176.79,154.57,995.1,721.78,4837.75,,339.27,136.38,159.57,102.35,231.29,,254.8,248.81,770.1,138.4,36.98,1274.35,466.35,402.95,503.95,192.63,3865.4,96.66
2016-08-23,40.57,272.5,1353.9,1126.25,582.5,2878.8,268.24,100.41,36.99,318.82,555.65,336.65,601.84,2200.99,,698.47,395.5,312.86,,155.55,921.7,227.45,895.05,519.83,242.08,,175.85,155.67,984.77,721.35,4833.8,,340.55,132.5,158.93,102.46,230.97,,254.75,246.78,762.35,139.6,36.69,1300.53,465.8,406.75,504.0,192.65,3826.3,97.43
2016-08-24,40.79,270.1,1357.95,1118.85,583.4,2869.7,271.14,100.54,37.21,317.78,567.2,333.95,607.96,2213.23,,705.65,395.17,315.45,,157.0,919.4,225.86,878.9,528.7,240.97,,175.96,155.4,982.33,717.42,4948.55,,340.91,134.42,160.67,102.54,233.27,,254.4,246.47,769.7,140.25,36.2,1286.03,467.05,404.15,498.35,194.61,3812.3,97.43
2016-08-25,39.91,261.75,1355.5,1105.9,586.55,2862.4,268.83,102.9,36.54,311.84,562.9,331.3,610.06,2209.06,,698.74,399.02,314.64,,154.25,910.8,224.5,881.3,518.08,244.05,,174.54,156.15,969.77,706.92,4933.7,,341.49,132.21,158.53,102.52,231.49,,250.15,243.37,764.95,140.45,35.47,1275.53,458.1,395.1,493.85,200.55,3789.5,94.5
2016-08-26,39.37,257.7,1352.0,1123.3,586.4,2858.25,280.8,104.81,36.95,309.99,567.25,333.3,608.08,2233.1,,699.53,389.38,314.27,,155.5,904.5,223.0,856.8,510.12,244.39,,175.6,156.16,951.47,712.42,4920.9,,341.56,131.58,158.93,101.7,234.96,,246.6,245.16,755.25,139.9,35.2,1262.47,459.95,405.75,503.75,207.52,3803.45,91.88
2016-08-29,39.64,262.6,1341.3,1111.85,589.15,2887.85,281.59,107.44,36.82,308.77,568.0,333.85,610.43,2230.8,,698.04,377.55,309.52,,158.3,905.2,227.73,869.1,511.4,243.42,,177.32,156.28,973.0,711.2,4927.4,,337.57,132.96,158.2,101.39,241.72,,249.05,245.1,759.3,139.0,35.61,1250.28,449.55,403.2,525.3,209.77,3782.5,89.78
2016-08-30,39.97,262.95,1342.25,1146.2,591.15,2978.9,284.45,107.77,36.94,299.08,576.1,334.65,618.15,2304.31,,722.63,386.95,317.16,,162.75,924.8,232.95,880.95,520.2,247.76,,178.12,157.23,983.77,718.0,5067.65,,334.38,134.79,161.13,103.11,243.76,,252.25,247.33,774.85,140.2,35.99,1272.07,462.95,407.6,529.0,214.93,3891.85,91.77
2016-08-31,39.67,262.95,1349.95,1157.9,596.85,2978.5,296.73,110.11,36.98,298.9,572.95,333.5,617.97,2275.09,,720.56,389.27,322.8,,159.25,917.05,234.55,882.6,517.92,250.41,,175.31,161.38,1008.63,718.3,5053.65,,326.28,132.71,157.53,103.33,242.3,,252.5,241.06,775.65,140.25,35.26,1255.65,468.8,418.5,537.7,217.57,4028.7,92.18
2016-09-01,38.42,258.7,1356.7,1156.95,596.65,2999.0,303.05,111.61,37.12,280.16,579.15,338.0,619.53,2277.43,,710.37,391.9,320.92,,157.5,925.8,237.23,877.15,518.78,251.32,,177.27,162.14,1004.73,726.78,5060.75,,324.43,132.29,157.73,103.67,235.26,,252.0,234.15,770.05,141.1,35.69,1253.75,469.15,413.5,543.65,219.62,4062.9,90.74
2016-09-02,38.74,268.2,1374.25,1167.55,599.2,2998.05,305.25,111.4,36.94,287.41,577.95,332.3,624.61,2281.7,,711.82,392.27,321.27,,157.25,920.75,237.55,870.5,515.92,253.15,,177.74,162.72,1003.37,736.8,5160.45,,321.98,133.33,159.17,103.39,231.63,,254.6,237.06,782.35,141.6,35.65,1257.4,471.85,418.35,549.85,224.68,4085.35,90.68
2016-09-06,39.29,270.6,1404.9,1204.15,635.9,3004.8,307.35,112.66,36.77,289.75,578.6,328.85,626.61,2294.83,,725.51,392.8,325.1,,158.5,937.85,247.91,868.9,522.5,252.86,,186.26,163.61,1010.93,744.92,5319.7,,328.26,136.29,159.03,104.96,233.13,,260.1,241.23,782.65,141.75,36.75,1242.03,480.05,437.45,588.7,239.82,4074.8,90.54
2016-09-07,39.48,272.25,1376.75,1177.2,625.1,2985.8,305.73,113.93,36.67,288.54,580.75,331.0,627.77,2297.27,,716.83,393.55,321.69,,159.7,933.0,252.86,871.15,527.17,253.05,,185.15,160.82,1012.17,744.38,5336.05,,323.09,134.38,163.3,103.92,232.62,,266.8,235.24,779.25,142.2,37.15,1220.28,471.85,425.3,587.4,235.63,4085.6,90.33
2016-09-08,40.57,275.6,1364.3,1182.6,629.35,3088.7,312.94,116.28,36.44,292.37,595.15,332.55,637.69,2341.92,,736.94,386.98,322.35,,161.95,951.55,251.23,867.5,518.83,255.08,,184.88,163.95,1026.33,746.05,5489.4,,321.59,133.12,164.2,104.85,236.22,,268.35,237.05,808.05,142.2,38.4,1161.05,459.05,432.85,584.2,234.15,4115.35,88.87
2016-09-09,40.02,272.2,1353.1,1171.75,613.1,3036.45,303.44,115.36,36.7,290.29,580.5,332.2,638.66,2292.5,,726.25,390.27,322.6,,154.85,929.95,249.18,863.45,517.75,248.72,,182.38,163.77,1011.8,736.22,5403.0,,325.39,132.33,169.97,103.39,238.77,,264.1,238.26,797.45,139.7,37.59,1176.22,458.3,423.95,573.25,234.48,3953.7,90.12
2016-09-12,38.12,260.0,1312.95,1154.6,592.1,2954.9,294.29,109.44,36.36,286.64,570.1,330.45,627.52,2274.14,,715.15,391.35,319.98,,140.85,918.45,243.82,864.95,527.0,242.9,,174.51,162.66,975.47,712.97,5329.0,,321.56,127.38,167.33,101.39,239.21,,252.75,229.01,787.05,135.3,35.57,1179.53,463.85,411.3,553.45,241.45,3866.15,90.08
2016-09-14,38.85,264.7,1294.5,1163.6,601.8,2971.55,290.34,110.11,36.13,288.27,577.5,324.35,631.56,2259.81,,727.92,388.17,317.36,,143.25,908.45,246.77,861.6,522.8,242.51,,175.04,161.19,983.53,705.78,5363.9,,317.22,129.75,165.47,100.77,238.81,,257.55,225.2,779.85,137.45,35.62,1164.22,466.7,414.55,560.5,239.8,3944.25,89.63
2016-09-15,38.77,267.4,1278.9,1173.55,588.75,2931.75,296.61,109.9,36.95,290.84,585.4,323.75,627.89,2244.0,,729.55,389.5,319.9,,145.55,914.0,246.0,869.5,521.1,246.41,,175.38,161.72,980.17,703.12,5452.4,,315.07,127.83,165.67,98.33,243.44,,256.0,223.37,786.35,137.0,34.91,1163.47,462.75,406.4,557.55,230.8,3928.65,89.71
2016-09-16,37.65,271.15,1305.5,1155.15,602.2,2981.6,289.51,108.79,36.72,291.65,593.55,324.55,630.03,2313.52,,748.89,393.17,324.46,,142.65,911.7,243.05,866.9,530.08,250.69,,172.55,161.32,982.13,703.33,5573.3,,320.35,127.54,166.87,99.03,245.85,,254.3,220.9,783.8,139.85,34.19,1180.85,465.3,407.6,548.7,225.7,3924.0,89.89
2016-09-19,38.14,276.15,1300.25,1163.6,594.35,2945.85,296.4,107.59,37.44,292.14,597.8,328.3,631.47,2312.93,,749.67,394.52,322.54,,143.95,911.95,246.91,864.9,530.6,249.25,,176.99,160.57,986.53,708.5,5491.9,,316.87,129.29,169.43,99.79,247.42,,255.65,220.24,782.5,139.9,34.46,1205.72,466.6,402.85,554.45,224.4,3990.45,89.99
2016-09-20,38.42,270.1,1297.35,1165.05,592.95,2886.95,309.62,107.5,37.51,287.68,602.85,329.25,631.56,2342.78,,752.53,396.02,322.11,,145.6,902.9,247.36,858.25,525.08,247.42,,176.18,158.55,983.97,704.92,5514.85,,317.0,127.83,171.83,100.18,245.54,,254.45,222.11,778.75,138.0,34.83,1203.25,462.2,402.85,548.45,219.45,3988.7,90.2
2016-09-21,38.66,269.7,1311.85,1170.6,598.9,2902.65,317.49,107.03,37.73,290.07,601.35,331.0,630.6,2419.86,,751.25,396.3,323.25,,149.55,913.05,245.36,883.55,527.88,244.24,,175.32,157.68,981.4,703.45,5501.25,,315.65,128.33,170.23,98.61,245.1,,251.15,222.44,778.85,138.05,35.23,1206.7,461.15,406.45,549.9,214.8,3960.75,90.72
2016-09-22,39.15,275.35,1342.0,1192.0,591.8,2926.75,325.42,112.79,38.07,294.71,609.1,327.45,629.86,2480.9,,760.31,394.42,326.73,,154.6,910.15,250.45,893.05,529.4,245.78,,176.27,159.03,999.97,706.8,5597.1,,322.52,130.83,173.0,100.43,248.92,,257.9,231.28,786.75,138.9,35.94,1189.0,454.75,414.4,558.45,212.5,3980.0,90.33
2016-09-23,39.01,275.1,1339.25,1191.2,557.45,2929.65,329.46,112.65,38.22,294.67,611.55,328.4,636.44,2485.32,,756.0,398.62,328.17,,154.45,910.55,246.59,921.35,521.28,244.05,,175.63,159.23,998.0,705.05,5601.8,,324.73,130.75,173.7,98.97,252.08,,254.55,231.26,780.05,142.4,35.44,1199.05,454.6,409.0,553.05,212.05,3964.2,90.04
2016-09-26,38.28,270.4,1336.95,1183.0,547.4,2891.6,328.7,112.28,38.34,288.72,604.5,332.45,639.93,2469.38,,747.71,394.48,324.04,,153.6,892.6,238.68,938.95,517.95,238.85,,175.71,157.55,977.13,690.1,5568.9,,325.21,126.79,166.37,98.83,253.09,,251.65,225.96,766.15,140.65,35.23,1200.55,448.95,404.75,535.3,212.15,3923.15,89.87
2016-09-27,38.42,264.7,1357.85,1192.55,541.0,2875.8,327.27,109.86,38.78,283.72,607.2,332.75,638.14,2464.32,,745.11,397.92,324.51,,150.05,897.3,236.36,924.6,519.88,236.73,,176.04,156.89,957.6,685.85,5511.4,,324.41,126.83,165.03,99.11,253.84,,249.0,223.7,770.15,144.55,35.06,1218.05,447.85,405.35,531.95,210.15,3914.8,90.79
2016-09-28,38.77,271.0,1359.1,1193.5,549.1,2913.9,323.46,110.61,38.82,289.98,605.8,328.45,640.07,2578.66,,753.18,398.15,323.81,,156.9,887.15,237.05,920.9,519.47,237.79,,177.57,156.46,970.6,688.38,5521.8,,322.63,127.25,167.77,100.38,249.3,,253.75,229.93,764.8,146.75,36.24,1211.53,440.5,409.7,540.0,209.65,3972.65,90.69
2016-09-29,35.36,256.8,1336.0,1167.35,539.3,2846.4,310.57,103.71,37.34,284.53,602.85,327.65,627.08,2491.83,,726.4,395.52,319.38,,150.0,878.3,227.59,903.65,514.6,236.59,,167.84,154.52,958.4,682.2,5438.6,,317.66,124.54,166.77,97.54,245.14,,247.25,218.94,735.85,137.0,35.14,1218.9,427.15,393.15,526.3,209.1,3861.3,88.54
2016-09-30,35.8,256.75,1313.4,1160.7,541.35,2827.6,306.95,105.59,37.72,282.99,580.05,322.3,621.48,2482.78,,746.29,399.95,318.21,,152.7,867.85,229.23,915.7,518.03,232.4,,172.93,155.4,955.43,702.85,5477.3,,321.64,123.33,171.1,99.31,247.72,,251.25,226.57,742.7,139.6,35.66,1215.4,419.85,395.1,534.85,213.45,3851.55,89.8
2016-10-03,36.51,264.5,1343.0,1193.0,550.9,2880.9,319.46,108.67,38.57,287.23,588.85,327.9,632.11,2579.62,,756.12,404.3,321.8,,154.1,868.75,232.86,944.85,519.05,233.31,,176.74,157.61,980.47,721.92,5681.0,,331.1,125.5,173.5,101.93,249.32,,255.3,237.58,757.05,142.35,36.48,1205.85,420.7,406.6,540.8,223.05,3928.45,89.8
2016-10-04,37.05,268.7,1357.15,1192.55,546.6,2894.2,319.98,108.38,38.48,292.01,597.8,321.1,629.67,2584.25,,758.75,409.08,322.39,,154.25,860.4,234.73,950.8,524.6,232.26,,178.36,158.34,966.1,707.67,5680.0,,334.05,126.88,182.37,101.81,250.61,,259.75,236.45,764.3,141.8,37.27,1202.57,428.7,406.55,549.95,222.55,3953.2,90.34
2016-10-05,36.86,265.45,1343.8,1208.75,535.7,2857.95,315.46,107.43,38.57,289.93,591.65,321.25,624.63,2628.14,,761.26,408.0,321.52,,157.25,870.95,232.23,949.9,520.75,231.29,,178.77,156.43,969.3,699.6,5689.2,,338.78,127.04,177.77,102.04,249.02,,260.85,240.12,759.45,153.3,37.22,1193.18,425.3,405.9,559.65,219.25,4033.15,89.92
2016-10-06,36.37,264.9,1338.85,1209.5,530.8,2823.05,315.95,107.72,38.55,290.48,578.8,318.55,615.43,2624.08,,778.61,400.77,320.49,,158.35,884.45,228.41,937.05,513.7,228.6,,176.26,156.6,969.67,686.45,5710.45,,336.18,124.12,179.43,100.07,253.91,,256.8,235.09,752.9,150.9,37.14,1194.38,420.75,398.85,551.45,216.85,3960.2,89.63
2016-10-07,36.97,266.85,1319.6,1184.6,533.85,2883.5,314.98,108.25,38.41,287.91,570.05,318.8,610.86,2581.04,,790.76,403.27,320.15,,158.0,877.25,227.82,949.9,506.27,230.09,,177.21,156.53,971.3,687.0,5683.8,,336.39,123.58,178.23,99.53,253.5,,258.7,232.09,751.2,151.25,38.73,1183.9,419.75,395.3,565.7,215.35,3933.9,89.43
2016-10-10,37.63,264.0,1344.05,1212.65,531.55,2876.4,311.99,107.39,38.0,284.71,580.65,318.9,615.73,2580.46,,782.86,406.5,321.09,,160.75,876.15,227.36,936.75,514.97,231.2,,181.48,156.04,966.67,688.45,5712.35,,331.63,122.21,177.97,100.15,250.61,,256.6,229.57,755.45,151.65,39.86,1190.15,421.85,403.7,562.05,214.1,3976.75,89.44
2016-10-13,36.73,251.1,1346.5,1216.6,518.8,2825.25,311.76,105.39,37.7,276.46,582.0,315.5,610.03,2580.32,,766.73,401.65,315.69,,155.15,862.05,219.23,935.75,526.17,230.09,,177.23,154.47,958.93,684.88,5718.55,,327.14,120.62,181.83,98.44,241.65,,249.65,224.35,739.7,147.85,39.42,1164.45,422.2,388.2,544.85,214.5,3985.75,89.67
