symbol,date,pe
SBIN,2025-06-06,9.577643302550136
SBIN,2025-06-09,9.660102565971124
SBIN,2025-06-10,9.624762881647843
SBIN,2025-06-11,9.60120309209899
SBIN,2025-06-12,9.494006337246795
SBIN,2025-06-13,9.33379933692196
SBIN,2025-06-16,9.335566608733211
SBIN,2025-06-17,9.333210485980782
SBIN,2025-06-18,9.328498959463642
SBIN,2025-06-19,9.248395099807365
SBIN,2025-06-20,9.378563512254956
SBIN,2025-06-23,9.308472994549573
SBIN,2025-06-24,9.369728591174136
SBIN,2025-06-25,9.42450467048259
SBIN,2025-06-26,9.389164986159308
SBIN,2025-06-27,9.487527538918403
SBIN,2025-06-30,9.663636390605909
SBIN,2025-07-01,9.663047539664731
SBIN,2025-07-02,9.575876749726604
SBIN,2025-07-03,9.507552784844755
SBIN,2025-07-04,9.563507285023281
SBIN,2025-07-07,9.504607811151148
SBIN,2025-07-08,9.572931776032997
SBIN,2025-07-09,9.552905811118928
SBIN,2025-07-10,9.518154977736826
SBIN,2025-07-11,9.52581219693529
SBIN,2025-07-14,9.528167600700002
SBIN,2025-07-15,9.617695232378276
SBIN,2025-07-16,9.797338627688283
SBIN,2025-07-17,9.765532767999787
SBIN,2025-07-18,9.698976074929188
SBIN,2025-07-21,9.708989416880083
SBIN,2025-07-22,9.600614241157812
SBIN,2025-07-23,9.66717093422841
SBIN,2025-07-24,9.608860311297455
SBIN,2025-07-25,9.501073986516364
SBIN,2025-07-28,9.390343407029382
SBIN,2025-07-29,9.414492047519413
SBIN,2025-07-30,9.443352933514303
SBIN,2025-07-31,9.383275038772096
SBIN,2025-08-01,9.353236450894851
SBIN,2025-08-04,9.37326241580892
SBIN,2025-08-05,9.43098346881098
SBIN,2025-08-06,9.484582565224796
SBIN,2025-08-07,9.484582565224796
SBIN,2025-08-08,9.474569223273903
SBIN,2025-08-11,9.700154495799262
SBIN,2025-08-12,9.666581364299516
SBIN,2025-08-13,9.681306232767549
SBIN,2025-08-14,9.736671882004899
SBIN,2025-08-18,9.749630197649399
SBIN,2025-08-19,9.782024908279073
SBIN,2025-08-20,9.76494391705861
SBIN,2025-08-21,9.726659259041723
SBIN,2025-08-22,9.615339109625847
SBIN,2025-08-25,9.617695232378276
SBIN,2025-08-26,9.516387705925574
SBIN,2025-08-28,9.446886758149088
SBIN,2025-08-29,9.453365556477479
SBIN,2025-09-01,9.49518403912915
SBIN,2025-09-02,9.469857696756764
SBIN,2025-09-03,9.567041828645785
SBIN,2025-09-04,9.53464711801611
SBIN,2025-09-05,9.501662837457541
SBIN,2025-09-08,9.527578749758824
SBIN,2025-09-09,9.528167600700002
SBIN,2025-09-10,9.638310048233523
SBIN,2025-09-11,9.702510618551692
SBIN,2025-09-12,9.701332197681618
SBIN,2025-09-15,9.715468215208475
SBIN,2025-09-16,9.795571355877032
SBIN,2025-09-17,10.097137093494988
SBIN,2025-09-18,10.064152812936419
SBIN,2025-09-19,10.158391971131833
SBIN,2025-09-22,10.07475500582849
SBIN,2025-09-23,10.255576103020854
SBIN,2025-09-24,10.203744997406007
SBIN,2025-09-25,10.144256672592695
SBIN,2025-09-26,10.094780970742558
SBIN,2025-09-29,10.257343374832105
SBIN,2025-09-30,10.277369339746175
SBIN,2025-10-01,10.17900678698708
SBIN,2025-10-03,10.21670259406279
SBIN,2025-10-06,10.29621688379017
SBIN,2025-10-07,10.186075155244367
SBIN,2025-10-08,10.11009469015177
SBIN,2025-10-09,10.155446997438226
SBIN,2025-10-10,10.373964620694018
SBIN,2025-10-13,10.401058234877656
SBIN,2025-10-14,10.330378866231095
SBIN,2025-10-15,10.438164472024468
SBIN,2025-10-16,10.448177813975363
SBIN,2025-10-17,10.474093726276644
SBIN,2025-10-20,10.690254507792288
SBIN,2025-10-21,10.69437718336825
SBIN,2025-10-23,10.737962937831174
SBIN,2025-10-24,10.654914823469008
SBIN,2025-10-27,10.869897903102297
SBIN,2025-10-28,10.958247113910497
SBIN,2025-10-29,11.07015611426755
SBIN,2025-10-30,11.00654439489056
SBIN,2025-10-31,11.037761403637878
SBIN,2025-11-03,11.18736621107064
SBIN,2025-11-04,11.280426948395982
SBIN,2025-11-06,11.317533904530514
SBIN,2025-11-07,11.259812132540736
